Departmental grouping,Organisation,Acronym,Response rate,Employee engagement index,My work theme score (B01-B05),Organisational objectives and purpose theme score (B06-B08),My manager theme score (B09-B18),My team theme score (B19-B21),Learning and development theme score (B22-B25),Inclusion and fair treatment theme score (B26-B29),Resources and workload theme score (B30-B36),Pay and benefits theme score (B37-B39),Leadership and managing change theme score (B40-B49),B01. I am interested in my work (% strongly agree or agree),B02. I am sufficiently challenged by my work (% strongly agree or agree),B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),B04. I feel involved in the decisions that affect my work (% strongly agree or agree),B05. I have a choice in deciding how I do my work (% strongly agree or agree),B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),B09. My manager motivates me to be more effective in my job (% strongly agree or agree),B10. My manager is considerate of my life outside work (% strongly agree or agree),B11. My manager is open to my ideas (% strongly agree or agree),B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",B14. My manager recognises when I have done my job well (% strongly agree or agree),B15. I receive regular feedback on my performance (% strongly agree or agree),B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),B17. I think that my performance is evaluated fairly (% strongly agree or agree),B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),B26. I am treated fairly at work (% strongly agree or agree),B27. I am treated with respect by the people I work with (% strongly agree or agree),B28. I feel valued for the work I do (% strongly agree or agree),"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",B31. I get the information I need to do my job well (% strongly agree or agree),B32. I have clear work objectives (% strongly agree or agree),B33. I have the skills I need to do my job effectively (% strongly agree or agree),B34. I have the tools I need to do my job effectively (% strongly agree or agree),B35. I have an acceptable workload (% strongly agree or agree),B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),B38. I am satisfied with the total benefits package (% strongly agree or agree),B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree),B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree),B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree),"B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)",B58. I am trusted to carry out my job effectively (% strongly agree or agree),"B59. I believe I would be supported if I tried a new idea, even if it may not work (% strongly agree or agree)","B60. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)","B61. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)",B62. I have some really good friendships at work (% strongly agree or agree),D01. Are you aware of the Civil Service Code? (% yes),D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes),D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)","E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)","W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","W03. Overall, how happy did you feel yesterday? (% rating 7-10)","W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
"Environment, Food & Rural Affairs",Animal and Plant Health Agency,APHA,65%,48%,70%,66%,61%,75%,42%,68%,68%,26%,25%,90%,76%,70%,46%,67%,69%,61%,70%,59%,79%,76%,55%,64%,73%,61%,52%,53%,35%,81%,77%,68%,57%,45%,32%,35%,71%,80%,55%,66%,78%,60%,68%,87%,67%,51%,63%,24%,31%,23%,23%,35%,29%,21%,23%,17%,13%,42%,24%,28%,36%,26%,38%,29%,25%,29%,45%,26%,87%,60%,52%,56%,75%,93%,67%,57%,14%,12%,57%,64%,57%,50%
"Environment, Food & Rural Affairs","Centre for Environment, Food and Aquaculture Science",CEFAS,93%,61%,82%,77%,65%,79%,55%,75%,75%,19%,46%,95%,85%,82%,62%,85%,77%,73%,81%,64%,80%,81%,60%,70%,73%,61%,56%,59%,39%,80%,80%,77%,69%,51%,48%,54%,77%,85%,61%,77%,82%,75%,79%,92%,82%,55%,62%,17%,28%,13%,52%,57%,52%,46%,47%,32%,30%,58%,36%,48%,65%,55%,54%,45%,44%,46%,51%,29%,92%,76%,64%,68%,81%,89%,63%,70%,9%,8%,61%,69%,54%,47%
"Environment, Food & Rural Affairs",Food and Environment Research Agency,FERA,73%,53%,72%,61%,59%,78%,43%,69%,69%,25%,30%,89%,76%,75%,50%,73%,60%,55%,67%,57%,79%,79%,46%,67%,71%,50%,49%,60%,33%,81%,77%,75%,55%,46%,32%,41%,72%,80%,55%,70%,75%,61%,69%,88%,73%,54%,63%,24%,31%,20%,32%,35%,34%,37%,29%,19%,17%,39%,26%,31%,53%,40%,41%,33%,29%,27%,38%,22%,90%,71%,65%,63%,74%,86%,59%,56%,7%,8%,54%,62%,53%,42%
"Environment, Food & Rural Affairs",Rural Payments Agency,RPA,63%,44%,64%,80%,62%,75%,36%,65%,65%,26%,37%,81%,75%,62%,41%,58%,83%,78%,79%,60%,76%,75%,58%,66%,74%,67%,56%,54%,39%,83%,78%,65%,49%,37%,31%,27%,70%,81%,51%,59%,79%,55%,65%,81%,62%,53%,61%,25%,31%,24%,40%,47%,39%,55%,36%,27%,26%,48%,23%,27%,21%,22%,25%,23%,23%,33%,40%,24%,81%,53%,50%,50%,73%,96%,74%,65%,14%,13%,59%,66%,58%,49%
"Environment, Food & Rural Affairs",Veterinary Medicines Directorate,VMD,78%,65%,81%,93%,72%,86%,58%,81%,86%,35%,58%,89%,81%,79%,71%,83%,92%,90%,95%,69%,90%,88%,71%,75%,79%,67%,65%,69%,50%,88%,88%,84%,82%,62%,40%,46%,82%,86%,70%,85%,96%,84%,92%,98%,87%,70%,78%,33%,42%,29%,68%,59%,62%,55%,58%,57%,46%,69%,49%,53%,72%,65%,54%,49%,47%,54%,59%,40%,93%,82%,73%,77%,74%,95%,69%,77%,6%,8%,67%,72%,61%,57%
Food Standards Agency,Food Standards Agency,FSA,86%,53%,68%,75%,59%,72%,48%,66%,70%,22%,36%,87%,75%,69%,51%,58%,78%,73%,75%,60%,71%,72%,59%,64%,68%,55%,54%,51%,33%,73%,73%,69%,62%,51%,40%,41%,71%,79%,54%,61%,81%,65%,72%,88%,73%,56%,56%,22%,26%,18%,38%,39%,41%,46%,37%,24%,21%,46%,34%,32%,53%,35%,39%,35%,35%,43%,53%,37%,87%,60%,53%,59%,73%,95%,75%,62%,17%,18%,58%,65%,59%,48%
Foreign & Commonwealth Office,Foreign & Commonwealth Office,FCO,86%,67%,79%,82%,70%,81%,54%,78%,76%,27%,49%,92%,82%,81%,64%,74%,83%,80%,84%,72%,75%,80%,66%,72%,81%,67%,69%,66%,52%,83%,82%,78%,61%,59%,43%,54%,79%,85%,72%,75%,86%,74%,82%,90%,67%,63%,69%,28%,30%,23%,55%,58%,55%,50%,49%,40%,35%,61%,41%,45%,77%,59%,59%,58%,54%,53%,62%,47%,89%,69%,71%,68%,80%,68%,50%,60%,13%,12%,64%,71%,64%,46%
Foreign & Commonwealth Office,FCO Services,FCOS,74%,58%,72%,70%,61%,74%,48%,72%,66%,25%,36%,90%,77%,73%,50%,70%,73%,64%,74%,63%,75%,73%,58%,68%,71%,53%,54%,56%,35%,80%,75%,67%,58%,50%,44%,41%,76%,83%,61%,70%,76%,59%,63%,86%,61%,58%,63%,26%,28%,21%,39%,44%,38%,37%,36%,24%,24%,56%,27%,37%,56%,46%,47%,41%,38%,36%,51%,28%,89%,62%,59%,68%,74%,77%,52%,59%,10%,11%,65%,70%,61%,55%
Foreign & Commonwealth Office,Wilton Park,WPEA,97%,70%,80%,87%,70%,83%,44%,72%,76%,40%,49%,97%,80%,90%,64%,67%,87%,83%,90%,67%,86%,84%,69%,61%,86%,69%,65%,72%,38%,83%,83%,85%,62%,52%,23%,38%,75%,77%,62%,77%,84%,71%,80%,90%,79%,58%,66%,35%,48%,38%,56%,61%,61%,59%,51%,27%,39%,61%,39%,38%,79%,63%,65%,62%,59%,49%,53%,34%,85%,72%,62%,65%,77%,97%,73%,82%,13%,17%,72%,75%,68%,51%
Health,Department of Health,DH,69%,58%,77%,77%,71%,81%,52%,78%,73%,32%,40%,89%,80%,76%,61%,79%,79%,73%,79%,72%,84%,84%,66%,80%,81%,68%,65%,65%,40%,85%,82%,77%,64%,50%,49%,46%,83%,87%,71%,73%,82%,70%,79%,88%,71%,58%,64%,35%,33%,29%,43%,60%,49%,30%,45%,26%,21%,55%,35%,39%,59%,48%,50%,43%,39%,41%,61%,34%,88%,72%,71%,73%,72%,97%,68%,69%,8%,7%,64%,69%,60%,47%
Health,Medicines and Healthcare Products Regulatory Agency,MHRA,65%,59%,74%,83%,62%,75%,43%,72%,71%,25%,41%,89%,75%,74%,59%,75%,86%,79%,84%,60%,75%,76%,59%,67%,74%,59%,53%,57%,39%,79%,76%,70%,59%,42%,33%,38%,75%,81%,62%,71%,82%,69%,75%,89%,73%,50%,58%,26%,27%,21%,48%,43%,41%,42%,39%,35%,27%,58%,35%,37%,65%,49%,44%,42%,38%,43%,45%,29%,86%,64%,63%,65%,75%,80%,48%,59%,10%,11%,62%,71%,60%,49%
Health,Public Health England,PHE,62%,53%,74%,63%,62%,76%,43%,72%,70%,41%,31%,92%,78%,75%,51%,72%,66%,60%,62%,64%,77%,76%,51%,69%,75%,60%,57%,63%,33%,81%,77%,70%,57%,47%,33%,36%,77%,82%,62%,68%,78%,63%,73%,90%,71%,55%,61%,45%,39%,40%,30%,37%,35%,29%,29%,19%,17%,50%,32%,30%,50%,37%,30%,34%,31%,37%,50%,29%,89%,67%,66%,57%,76%,73%,43%,53%,10%,11%,64%,72%,62%,51%
HM Revenue & Customs,HM Revenue & Customs,HMRC,53%,43%,64%,78%,64%,81%,46%,69%,66%,20%,28%,81%,75%,64%,43%,55%,79%,76%,79%,63%,75%,75%,61%,66%,75%,69%,59%,57%,39%,85%,82%,75%,61%,47%,42%,35%,73%,84%,51%,66%,81%,57%,72%,77%,53%,55%,65%,20%,21%,18%,24%,37%,31%,32%,22%,19%,18%,42%,24%,30%,27%,23%,31%,25%,24%,29%,42%,25%,82%,59%,51%,52%,79%,94%,69%,61%,13%,12%,60%,67%,57%,48%
HM Revenue & Customs,Valuation Office Agency,VOA,64%,43%,66%,73%,64%,75%,43%,66%,67%,20%,26%,82%,76%,65%,44%,64%,75%,69%,76%,62%,78%,73%,66%,68%,72%,67%,57%,58%,39%,83%,77%,64%,56%,49%,32%,35%,69%,82%,49%,62%,81%,59%,74%,84%,54%,51%,62%,20%,24%,15%,23%,31%,28%,31%,19%,18%,17%,44%,23%,26%,26%,20%,37%,25%,23%,25%,47%,26%,83%,55%,49%,53%,76%,92%,75%,62%,13%,9%,58%,65%,54%,45%
HM Treasury,HM Treasury,HMT,89%,71%,83%,88%,73%,85%,55%,82%,75%,20%,60%,94%,84%,83%,69%,84%,91%,86%,87%,78%,86%,88%,69%,82%,84%,67%,66%,65%,42%,87%,86%,81%,62%,52%,55%,50%,87%,92%,76%,73%,85%,76%,79%,89%,78%,59%,61%,22%,25%,13%,72%,74%,65%,58%,68%,47%,43%,70%,43%,58%,84%,73%,62%,64%,60%,59%,62%,39%,92%,76%,76%,81%,70%,95%,59%,78%,6%,8%,68%,74%,64%,47%
HM Treasury,Debt Management Office,DMO,63%,66%,80%,94%,72%,80%,58%,77%,84%,29%,57%,95%,75%,79%,65%,88%,98%,95%,90%,70%,86%,85%,68%,79%,80%,71%,66%,75%,38%,84%,83%,75%,83%,59%,40%,48%,81%,81%,70%,76%,89%,76%,79%,96%,84%,78%,85%,33%,31%,23%,56%,70%,66%,53%,58%,46%,53%,73%,48%,51%,74%,64%,65%,55%,51%,34%,46%,26%,85%,61%,66%,84%,80%,93%,74%,72%,6%,8%,58%,66%,65%,49%
HM Treasury,Government Actuary's Department,GAD,84%,65%,74%,81%,63%,73%,51%,80%,82%,34%,58%,84%,78%,71%,58%,80%,83%,79%,82%,58%,77%,79%,51%,70%,75%,60%,64%,59%,35%,81%,74%,64%,57%,46%,54%,48%,80%,90%,67%,81%,87%,76%,79%,92%,88%,76%,77%,36%,44%,21%,70%,71%,70%,50%,68%,36%,45%,69%,46%,56%,69%,68%,49%,48%,48%,59%,48%,42%,92%,64%,69%,84%,61%,94%,59%,77%,8%,9%,68%,71%,67%,51%
HM Treasury,National Savings and Investments,NSANDI,83%,64%,75%,92%,73%,85%,59%,82%,79%,27%,66%,87%,76%,75%,61%,79%,95%,93%,90%,74%,89%,87%,77%,78%,81%,66%,70%,64%,46%,88%,85%,80%,77%,65%,40%,54%,82%,91%,69%,85%,86%,71%,83%,93%,79%,66%,74%,28%,32%,21%,79%,77%,74%,76%,72%,51%,58%,64%,44%,60%,64%,55%,60%,52%,56%,55%,62%,41%,88%,76%,72%,80%,75%,92%,73%,81%,8%,8%,63%,64%,57%,43%
Home Office,Home Office: Policy and Enablers,PE,69%,55%,73%,83%,65%,78%,53%,72%,68%,33%,35%,88%,77%,71%,56%,72%,86%,81%,82%,67%,80%,81%,61%,72%,77%,61%,58%,58%,38%,81%,80%,73%,64%,52%,49%,48%,75%,82%,62%,71%,77%,64%,69%,84%,64%,56%,64%,37%,33%,29%,36%,48%,39%,33%,34%,21%,19%,54%,32%,35%,53%,41%,42%,37%,35%,42%,55%,34%,85%,66%,64%,67%,72%,93%,64%,63%,13%,12%,62%,69%,59%,47%
Home Office,HM Inspectorate of Constabulary,HMIC,80%,70%,82%,91%,66%,84%,51%,78%,74%,51%,50%,95%,87%,87%,61%,78%,93%,89%,89%,68%,78%,80%,71%,76%,76%,64%,58%,58%,32%,90%,87%,74%,57%,49%,44%,53%,80%,84%,71%,76%,87%,71%,72%,89%,68%,64%,65%,57%,49%,47%,45%,48%,43%,54%,50%,41%,38%,78%,57%,46%,81%,65%,62%,62%,56%,50%,60%,25%,89%,72%,64%,85%,76%,79%,54%,65%,8%,7%,76%,82%,77%,56%
Home Office,HM Passport Office,HMPO,57%,59%,70%,86%,65%,78%,53%,74%,78%,24%,41%,89%,76%,76%,47%,60%,88%,83%,87%,67%,77%,74%,67%,71%,75%,61%,60%,56%,43%,85%,80%,69%,66%,49%,55%,44%,76%,84%,61%,76%,88%,71%,79%,89%,75%,68%,75%,22%,29%,20%,40%,53%,43%,39%,36%,38%,31%,54%,33%,40%,54%,51%,49%,47%,45%,42%,55%,36%,89%,61%,56%,65%,82%,85%,68%,66%,13%,12%,64%,70%,63%,50%
Home Office,Home Office: Border Force,BF,33%,44%,58%,74%,53%,65%,34%,58%,55%,24%,25%,85%,68%,61%,35%,40%,76%,72%,73%,54%,63%,65%,50%,58%,67%,50%,46%,46%,29%,75%,65%,54%,42%,37%,31%,26%,61%,73%,44%,54%,73%,49%,58%,73%,43%,45%,41%,28%,21%,25%,21%,34%,29%,30%,22%,15%,13%,39%,20%,23%,38%,24%,32%,27%,25%,25%,32%,19%,72%,45%,42%,54%,76%,85%,58%,46%,22%,19%,53%,63%,54%,49%
Home Office,Home Office: Immigration Enforcement,IE,41%,53%,69%,81%,59%,74%,43%,67%,64%,26%,34%,88%,75%,69%,50%,62%,83%,78%,82%,60%,72%,72%,59%,63%,71%,57%,53%,50%,35%,80%,75%,67%,55%,44%,40%,34%,70%,78%,55%,64%,76%,57%,63%,81%,56%,53%,60%,28%,27%,23%,33%,46%,38%,36%,34%,23%,23%,45%,26%,33%,46%,38%,39%,38%,34%,33%,42%,24%,82%,58%,54%,63%,75%,85%,62%,55%,19%,17%,60%,67%,59%,50%
Home Office,Home Office: UK Visas and Immigration,UKVI,60%,56%,65%,82%,61%,75%,42%,70%,70%,30%,39%,86%,72%,67%,48%,53%,83%,79%,85%,63%,69%,71%,59%,67%,72%,57%,57%,54%,40%,82%,76%,68%,53%,40%,40%,34%,73%,81%,56%,71%,85%,64%,73%,84%,62%,57%,67%,32%,27%,29%,39%,53%,44%,43%,39%,31%,28%,49%,30%,36%,48%,45%,41%,42%,40%,39%,47%,30%,87%,56%,59%,65%,79%,77%,53%,56%,15%,11%,60%,65%,57%,46%
International Development,Department for International Development,DFID,81%,71%,79%,92%,70%,79%,59%,78%,75%,38%,50%,94%,83%,80%,63%,77%,94%,91%,91%,73%,80%,82%,68%,72%,81%,67%,68%,67%,45%,81%,80%,76%,59%,62%,55%,61%,80%,86%,71%,76%,84%,75%,83%,91%,75%,57%,63%,39%,40%,34%,58%,67%,58%,48%,51%,38%,30%,62%,43%,43%,84%,67%,67%,65%,62%,56%,67%,50%,87%,66%,71%,85%,79%,91%,72%,73%,12%,10%,66%,75%,66%,46%
Justice,Ministry of Justice,MOJHQ,82%,58%,77%,84%,70%,81%,52%,79%,73%,32%,44%,90%,80%,76%,61%,79%,86%,82%,83%,72%,84%,83%,64%,76%,80%,66%,64%,65%,43%,85%,82%,77%,63%,52%,47%,45%,83%,86%,70%,78%,84%,69%,75%,89%,67%,60%,67%,35%,34%,28%,49%,56%,50%,42%,44%,33%,29%,59%,38%,42%,59%,49%,43%,42%,41%,50%,62%,45%,90%,72%,70%,68%,75%,92%,71%,72%,9%,10%,65%,72%,62%,50%
Justice,Criminal Injuries Compensation Authority,CICA,82%,55%,66%,89%,67%,76%,51%,73%,80%,19%,53%,87%,72%,71%,45%,54%,92%,87%,88%,65%,79%,78%,68%,69%,74%,69%,60%,63%,46%,88%,79%,61%,71%,57%,34%,40%,78%,83%,60%,73%,85%,74%,77%,92%,76%,72%,81%,18%,21%,17%,54%,75%,57%,69%,50%,49%,44%,60%,36%,39%,50%,39%,50%,43%,44%,52%,55%,39%,85%,60%,55%,70%,80%,92%,73%,70%,12%,12%,62%,71%,60%,54%
Justice,HM Courts and Tribunals Service,HMCTS,68%,53%,72%,80%,66%,83%,49%,73%,77%,21%,39%,87%,79%,75%,53%,63%,81%,78%,81%,67%,76%,77%,67%,68%,74%,65%,63%,62%,42%,85%,83%,80%,69%,51%,39%,37%,77%,83%,60%,73%,89%,73%,83%,88%,75%,60%,68%,18%,28%,17%,38%,49%,44%,42%,35%,32%,26%,52%,36%,40%,47%,33%,38%,38%,37%,43%,56%,44%,91%,70%,59%,53%,82%,90%,75%,69%,10%,10%,62%,69%,60%,50%
Justice,HM Prison Service,HMPS,44%,46%,61%,66%,47%,64%,32%,57%,58%,21%,22%,82%,74%,61%,36%,49%,68%,65%,66%,48%,55%,59%,43%,50%,59%,44%,41%,45%,29%,73%,65%,54%,38%,33%,27%,29%,59%,72%,42%,54%,73%,49%,60%,80%,53%,42%,47%,21%,21%,21%,21%,30%,30%,23%,19%,16%,11%,31%,17%,20%,45%,21%,42%,29%,24%,17%,27%,17%,80%,48%,45%,43%,76%,80%,68%,49%,19%,18%,52%,60%,53%,49%
Justice,Legal Aid Agency,LAA,89%,65%,76%,90%,71%,86%,60%,80%,79%,45%,61%,87%,77%,76%,63%,74%,91%,88%,90%,69%,83%,80%,70%,75%,77%,73%,68%,68%,45%,87%,86%,84%,75%,59%,58%,49%,83%,86%,70%,83%,89%,72%,82%,90%,73%,72%,78%,41%,55%,40%,65%,79%,66%,73%,61%,52%,48%,69%,48%,55%,61%,62%,56%,56%,56%,67%,71%,60%,90%,73%,70%,74%,84%,89%,61%,69%,10%,10%,66%,70%,64%,52%
Justice,MoJ Arms Length Bodies,ALBS,73%,66%,78%,93%,69%,78%,43%,76%,76%,31%,59%,91%,80%,78%,62%,78%,95%,91%,92%,72%,84%,80%,70%,74%,78%,67%,64%,66%,40%,82%,79%,72%,57%,43%,34%,37%,78%,83%,69%,74%,86%,74%,81%,91%,69%,64%,70%,33%,32%,27%,61%,77%,61%,60%,60%,48%,41%,69%,55%,55%,72%,56%,59%,58%,57%,55%,58%,39%,89%,71%,68%,79%,72%,82%,57%,64%,12%,12%,67%,73%,63%,51%
Justice,National Offender Management Service (HQ),NOMS,71%,57%,77%,85%,67%,81%,49%,76%,70%,40%,44%,92%,81%,79%,57%,75%,87%,84%,85%,68%,81%,80%,64%,74%,75%,63%,61%,64%,38%,84%,82%,77%,56%,46%,45%,47%,79%,85%,66%,76%,81%,66%,74%,88%,60%,57%,63%,42%,42%,36%,52%,56%,54%,49%,47%,30%,23%,57%,33%,38%,55%,39%,49%,40%,39%,43%,50%,31%,88%,70%,68%,66%,75%,92%,72%,69%,11%,9%,65%,72%,61%,53%
Justice,National Probation Service,NPS,29%,52%,68%,75%,59%,72%,34%,67%,60%,27%,21%,94%,83%,78%,32%,54%,78%,71%,76%,59%,70%,72%,55%,63%,70%,57%,55%,55%,30%,80%,75%,59%,35%,41%,28%,34%,71%,85%,53%,61%,78%,48%,65%,89%,48%,42%,52%,27%,27%,28%,20%,32%,35%,15%,22%,13%,7%,34%,14%,19%,52%,26%,48%,34%,29%,16%,31%,11%,88%,55%,47%,54%,82%,63%,32%,41%,16%,15%,57%,69%,57%,46%
Justice,Office of the Public Guardian,OPG,79%,63%,70%,89%,66%,78%,51%,77%,79%,27%,48%,86%,71%,73%,51%,66%,92%,87%,89%,66%,74%,75%,64%,71%,71%,66%,68%,65%,46%,84%,78%,73%,59%,48%,54%,44%,80%,85%,63%,79%,88%,73%,82%,88%,74%,69%,74%,26%,30%,26%,52%,55%,49%,55%,50%,38%,44%,57%,39%,42%,66%,62%,45%,53%,53%,49%,52%,37%,91%,62%,61%,68%,75%,81%,64%,70%,11%,10%,62%,66%,58%,47%
Justice,The National Archives,TNA,49%,70%,79%,85%,72%,82%,49%,82%,75%,27%,55%,91%,77%,77%,65%,83%,90%,81%,84%,70%,87%,86%,66%,77%,85%,69%,66%,73%,42%,83%,84%,78%,65%,44%,42%,44%,83%,87%,73%,85%,86%,73%,76%,92%,72%,62%,67%,25%,35%,21%,68%,62%,51%,49%,54%,46%,42%,69%,55%,52%,81%,70%,62%,63%,58%,49%,56%,29%,94%,77%,73%,81%,73%,89%,56%,75%,7%,7%,62%,69%,59%,43%
National Crime Agency,National Crime Agency,NCA,58%,49%,61%,69%,52%,70%,27%,64%,55%,22%,24%,86%,64%,65%,36%,55%,72%,70%,65%,51%,77%,72%,41%,60%,67%,43%,39%,47%,28%,80%,71%,60%,34%,33%,19%,22%,69%,80%,44%,63%,67%,48%,53%,74%,34%,50%,61%,23%,21%,23%,23%,32%,31%,33%,22%,12%,13%,33%,14%,24%,54%,27%,34%,31%,27%,19%,25%,11%,80%,55%,45%,61%,76%,87%,62%,56%,18%,14%,37%,48%,42%,54%
Ofgem,Ofgem,OFGEM,94%,63%,75%,83%,69%,83%,58%,81%,75%,31%,51%,89%,76%,73%,59%,78%,89%,78%,82%,69%,87%,84%,60%,75%,80%,64%,66%,66%,36%,85%,83%,80%,65%,57%,59%,52%,84%,88%,67%,85%,80%,70%,70%,91%,75%,62%,72%,30%,38%,26%,56%,69%,59%,42%,53%,35%,33%,65%,44%,52%,62%,70%,44%,53%,51%,60%,66%,42%,88%,73%,66%,80%,70%,85%,52%,75%,6%,7%,66%,68%,63%,49%
Ofsted,Ofsted,OFSTED,71%,61%,75%,91%,70%,83%,49%,74%,72%,48%,49%,93%,84%,83%,52%,65%,93%,90%,89%,71%,80%,82%,69%,75%,79%,70%,65%,64%,43%,88%,86%,75%,56%,55%,42%,42%,76%,88%,65%,66%,86%,65%,79%,94%,76%,51%,53%,48%,52%,43%,45%,67%,61%,57%,54%,31%,33%,63%,43%,37%,63%,47%,52%,51%,49%,51%,61%,40%,84%,60%,64%,75%,78%,87%,67%,67%,14%,11%,65%,75%,62%,49%
Scottish Government,Scottish Government,SG,78%,63%,78%,85%,71%,81%,56%,81%,77%,35%,47%,92%,81%,77%,62%,79%,87%,83%,84%,71%,87%,83%,62%,78%,83%,71%,65%,74%,40%,87%,82%,75%,67%,54%,54%,50%,86%,87%,70%,82%,84%,72%,76%,89%,78%,65%,73%,36%,40%,30%,54%,58%,56%,45%,53%,35%,29%,61%,38%,44%,63%,61%,50%,48%,45%,50%,57%,39%,90%,74%,73%,69%,76%,93%,64%,74%,7%,8%,68%,73%,62%,53%
Scottish Government,Accountant in Bankruptcy,AIB,82%,61%,78%,90%,73%,82%,61%,79%,85%,32%,60%,91%,83%,76%,57%,83%,92%,90%,89%,73%,89%,83%,73%,75%,83%,79%,69%,73%,39%,84%,82%,79%,80%,60%,55%,47%,85%,84%,65%,83%,89%,80%,85%,92%,79%,78%,88%,31%,41%,25%,68%,79%,64%,72%,57%,49%,53%,68%,46%,45%,48%,63%,39%,48%,48%,60%,67%,42%,91%,69%,68%,76%,78%,98%,84%,78%,10%,8%,68%,71%,64%,55%
Scottish Government,Crown Office and Procurator Fiscal Service,COPFS,39%,55%,72%,84%,63%,76%,39%,70%,70%,26%,28%,93%,82%,75%,46%,64%,88%,82%,83%,63%,78%,74%,59%,69%,76%,58%,55%,61%,32%,83%,76%,68%,57%,35%,31%,34%,73%,80%,59%,70%,85%,67%,75%,90%,71%,46%,59%,27%,30%,21%,30%,29%,37%,26%,30%,19%,18%,43%,26%,24%,54%,34%,51%,37%,33%,30%,42%,22%,87%,60%,60%,58%,81%,87%,59%,57%,12%,12%,66%,72%,60%,48%
Scottish Government,Disclosure Scotland,DS,87%,56%,59%,92%,63%,75%,48%,75%,77%,33%,50%,84%,61%,61%,41%,46%,96%,89%,92%,61%,76%,68%,60%,72%,67%,61%,58%,61%,45%,86%,75%,63%,58%,47%,47%,40%,82%,85%,56%,76%,87%,70%,74%,90%,74%,73%,71%,35%,32%,33%,55%,58%,54%,60%,51%,39%,42%,60%,32%,47%,53%,45%,35%,49%,44%,61%,59%,51%,91%,58%,57%,61%,73%,83%,64%,73%,14%,11%,62%,67%,57%,53%
