Departmental grouping,Organisation,org_2011,Employee engagement index,My work theme score (B01-B05 average),Organisational objectives and purpose theme score (B06-B08 average),My line manager theme score (B09-B18 average),My team theme score (B19-B21 average),Learning and development theme score (B22-B25 average),Inclusion and fair treatment theme score (B26-B29 average),Resources and workload theme score (B30-B36 average),Pay and benefits theme score (B37-B39 average),Leadership and managing change theme score (B40-B49 average),B01. I am interested in my work (% strongly agree or agree),B02. I am sufficiently challenged by my work (% strongly agree or agree),B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),B04. I feel involved in the decisions that affect my work (% strongly agree or agree),B05. I have a choice in deciding how I do my work (% strongly agree or agree),B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),B09. My manager motivates me to be more effective in my job (% strongly agree or agree),B10. My manager is considerate of my life outside work (% strongly agree or agree),B11. My manager is open to my ideas (% strongly agree or agree),B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",B14. My manager recognises when I have done my job well (% strongly agree or agree),B15. I receive regular feedback on my performance (% strongly agree or agree),B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),B17. I think that my performance is evaluated fairly (% strongly agree or agree),B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),B26. I am treated fairly at work (% strongly agree or agree),B27. I am treated with respect by the people I work with (% strongly agree or agree),B28. I feel valued for the work I do (% strongly agree or agree),"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",B31. I get the information I need to do my job well (% strongly agree or agree),B32. I have clear work objectives (% strongly agree or agree),B33. I have the skills I need to do my job effectively (% strongly agree or agree),B34. I have the tools I need to do my job effectively (% strongly agree or agree),B35. I have an acceptable workload (% strongly agree or agree),B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),B38. I am satisfied with the total benefits package (% strongly agree or agree),B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree),B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree),B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree),"B57. Where I work, I think effective action has been taken on the results of the last survey",D01. Are you aware of the Civil Service Code?,D02. Are you aware of how to raise a concern under the Civil Service Code?,D03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?,"E01. During the past 12 months, have you personally experienced discrimination at work?","E03. During the past 12 months, have you personally experienced bullying or harassment at work?"
"Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excluding agencies)",DEFRA,0.52,0.74,0.74,0.64,0.8,0.35,0.75,0.73,0.31,0.33,0.89,0.77,0.73,0.57,0.77,0.75,0.7,0.76,0.66,0.83,0.83,0.57,0.74,0.78,0.57,0.56,0.48,0.36,0.84,0.81,0.75,0.44,0.37,0.23,0.35,0.78,0.86,0.64,0.73,0.8,0.68,0.72,0.87,0.75,0.59,0.66,0.32,0.32,0.29,0.31,0.44,0.34,0.21,0.27,0.21,0.16,0.56,0.38,0.4,0.43,0.36,0.4,0.3,0.28,0.35,0.53,0.29,0.9,0.58,0.67,0.09,0.09
"Environment, Food and Rural Affairs",Animal Health and Veterinary Laboratories Agency,AHVLA,0.46,0.63,0.54,0.57,0.73,0.31,0.65,0.67,0.29,0.2,0.85,0.7,0.64,0.35,0.59,0.56,0.47,0.59,0.55,0.76,0.74,0.46,0.6,0.72,0.56,0.49,0.51,0.31,0.81,0.76,0.62,0.43,0.36,0.16,0.28,0.7,0.8,0.49,0.62,0.75,0.57,0.65,0.85,0.68,0.53,0.65,0.28,0.32,0.27,0.18,0.28,0.2,0.19,0.15,0.14,0.12,0.34,0.18,0.22,0.34,0.23,0.34,0.24,0.2,0.24,0.41,0.24,0.85,0.59,0.56,0.12,0.13
"Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science",CEFAS,0.62,0.81,0.78,0.66,0.78,0.52,0.78,0.72,0.21,0.42,0.94,0.83,0.82,0.64,0.84,0.8,0.74,0.79,0.64,0.83,0.79,0.57,0.7,0.79,0.62,0.58,0.62,0.42,0.78,0.78,0.77,0.61,0.47,0.48,0.53,0.8,0.86,0.66,0.81,0.83,0.7,0.75,0.87,0.75,0.54,0.6,0.2,0.28,0.15,0.49,0.5,0.46,0.47,0.41,0.27,0.22,0.58,0.36,0.47,0.68,0.57,0.56,0.45,0.41,0.48,0.54,0.34,0.74,0.49,0.69,0.08,0.09
"Environment, Food and Rural Affairs",Food and Environment Research Agency,FERA,0.51,0.74,0.59,0.6,0.76,0.35,0.72,0.71,0.24,0.3,0.92,0.78,0.77,0.48,0.77,0.6,0.55,0.62,0.58,0.78,0.79,0.46,0.65,0.74,0.53,0.51,0.59,0.32,0.82,0.77,0.68,0.48,0.45,0.2,0.29,0.76,0.84,0.59,0.7,0.83,0.64,0.74,0.89,0.71,0.55,0.62,0.24,0.29,0.19,0.28,0.36,0.32,0.25,0.25,0.18,0.15,0.45,0.36,0.38,0.46,0.37,0.36,0.29,0.26,0.35,0.42,0.22,0.8,0.5,0.62,0.08,0.09
"Environment, Food and Rural Affairs",Rural Payments Agency,RPA,0.36,0.53,0.73,0.58,0.73,0.2,0.56,0.61,0.29,0.2,0.74,0.63,0.51,0.28,0.46,0.77,0.7,0.71,0.56,0.76,0.72,0.52,0.63,0.71,0.57,0.47,0.45,0.36,0.83,0.76,0.59,0.29,0.23,0.09,0.18,0.63,0.78,0.36,0.45,0.75,0.49,0.51,0.77,0.52,0.57,0.65,0.27,0.31,0.3,0.14,0.29,0.21,0.47,0.17,0.09,0.11,0.3,0.1,0.16,0.12,0.14,0.23,0.14,0.13,0.24,0.34,0.18,0.86,0.62,0.49,0.16,0.15
"Environment, Food and Rural Affairs",Veterinary Medicines Directorate,VMD,0.67,0.79,0.96,0.68,0.81,0.52,0.83,0.87,0.41,0.66,0.88,0.82,0.8,0.64,0.83,0.96,0.94,0.97,0.62,0.87,0.81,0.64,0.71,0.77,0.65,0.62,0.67,0.39,0.88,0.86,0.71,0.77,0.55,0.34,0.42,0.89,0.89,0.72,0.83,0.94,0.85,0.88,0.94,0.94,0.71,0.83,0.36,0.49,0.38,0.78,0.72,0.74,0.64,0.67,0.61,0.44,0.78,0.54,0.63,0.67,0.69,0.55,0.58,0.57,0.59,0.53,0.39,0.9,0.61,0.82,0.09,0.07
Export Credits Guarantee Department,Export Credits Guarantee Department,ECGD,0.57,0.77,0.88,0.63,0.77,0.46,0.73,0.74,0.31,0.35,0.91,0.78,0.75,0.61,0.81,0.91,0.85,0.88,0.64,0.75,0.74,0.59,0.73,0.74,0.56,0.59,0.56,0.36,0.86,0.79,0.66,0.65,0.51,0.25,0.43,0.76,0.81,0.64,0.72,0.83,0.66,0.71,0.91,0.69,0.68,0.69,0.33,0.35,0.23,0.39,0.37,0.37,0.34,0.38,0.22,0.21,0.49,0.33,0.41,0.43,0.37,0.51,0.38,0.35,0.4,0.5,0.33,0.93,0.74,0.75,0.09,0.12
Foreign and Commonwealth Office,Foreign and Commonwealth Office (excluding agencies),FCO,0.66,0.77,0.82,0.7,0.81,0.57,0.77,0.79,0.31,0.48,0.92,0.81,0.8,0.62,0.71,0.82,0.79,0.83,0.72,0.71,0.78,0.64,0.72,0.81,0.67,0.71,0.67,0.53,0.83,0.82,0.77,0.65,0.63,0.44,0.56,0.78,0.85,0.71,0.74,0.88,0.77,0.83,0.91,0.75,0.66,0.71,0.32,0.33,0.27,0.54,0.56,0.52,0.51,0.47,0.4,0.34,0.6,0.39,0.43,0.76,0.58,0.59,0.57,0.52,0.55,0.62,0.46,0.52,0.37,0.52,0.14,0.12
Foreign and Commonwealth Office,FCO Services,FCOS,0.54,0.69,0.7,0.62,0.74,0.5,0.72,0.68,0.22,0.35,0.87,0.72,0.72,0.47,0.68,0.72,0.65,0.72,0.61,0.76,0.75,0.58,0.65,0.71,0.57,0.55,0.6,0.38,0.81,0.77,0.64,0.62,0.54,0.4,0.45,0.8,0.83,0.59,0.67,0.76,0.59,0.65,0.87,0.65,0.6,0.64,0.24,0.24,0.19,0.38,0.38,0.35,0.37,0.33,0.2,0.24,0.51,0.32,0.4,0.49,0.38,0.42,0.35,0.32,0.37,0.47,0.28,0.65,0.43,0.54,0.11,0.09
Foreign and Commonwealth Office,Wilton Park Executive Agency,WPEA,0.76,0.81,0.93,0.8,0.91,0.48,0.82,0.8,0.5,0.59,0.95,0.77,0.89,0.66,0.75,0.95,0.91,0.92,0.82,0.91,0.88,0.77,0.86,0.92,0.78,0.78,0.73,0.54,0.94,0.92,0.88,0.62,0.57,0.31,0.43,0.83,0.85,0.78,0.83,0.91,0.82,0.83,0.94,0.81,0.64,0.67,0.54,0.52,0.45,0.6,0.71,0.62,0.62,0.58,0.43,0.46,0.75,0.6,0.49,0.89,0.78,0.77,0.77,0.71,0.62,0.63,0.49,0.98,0.88,0.81,0.06,0.08
Health,Department for Health (excluding agencies),DH,0.53,0.73,0.68,0.68,0.78,0.42,0.76,0.73,0.4,0.34,0.89,0.76,0.71,0.53,0.76,0.69,0.63,0.72,0.69,0.83,0.84,0.59,0.77,0.8,0.65,0.63,0.67,0.35,0.84,0.8,0.7,0.55,0.44,0.28,0.41,0.8,0.86,0.68,0.7,0.82,0.69,0.74,0.9,0.71,0.58,0.65,0.43,0.39,0.36,0.33,0.53,0.41,0.28,0.33,0.19,0.12,0.53,0.37,0.33,0.47,0.35,0.43,0.33,0.29,0.37,0.53,0.26,0.95,0.62,0.65,0.09,0.1
Health,Food Standards Agency,FSA,0.51,0.65,0.77,0.59,0.71,0.32,0.65,0.72,0.25,0.31,0.88,0.69,0.65,0.46,0.58,0.8,0.76,0.77,0.57,0.72,0.73,0.54,0.64,0.7,0.56,0.53,0.58,0.36,0.77,0.72,0.64,0.45,0.34,0.21,0.28,0.71,0.77,0.51,0.59,0.85,0.65,0.77,0.91,0.74,0.59,0.56,0.25,0.26,0.22,0.34,0.38,0.37,0.41,0.3,0.2,0.17,0.45,0.24,0.23,0.5,0.29,0.35,0.29,0.27,0.39,0.45,0.31,0.89,0.64,0.57,0.19,0.19
Health,Medicines and Healthcare products Regulatory Agency,MHRA,0.58,0.71,0.9,0.59,0.7,0.47,0.69,0.73,0.25,0.41,0.86,0.72,0.73,0.52,0.71,0.92,0.88,0.89,0.56,0.72,0.71,0.56,0.68,0.7,0.58,0.53,0.58,0.31,0.77,0.69,0.64,0.65,0.47,0.36,0.39,0.73,0.78,0.58,0.66,0.86,0.71,0.78,0.92,0.67,0.56,0.6,0.27,0.28,0.21,0.48,0.43,0.41,0.44,0.44,0.34,0.3,0.56,0.33,0.34,0.66,0.49,0.46,0.4,0.37,0.39,0.4,0.22,0.76,0.41,0.51,0.15,0.15
HM Revenue & Customs,HM Revenue & Customs,HMRC,0.4,0.54,0.72,0.61,0.77,0.36,0.67,0.68,0.24,0.23,0.76,0.64,0.54,0.34,0.45,0.73,0.7,0.73,0.59,0.74,0.72,0.56,0.64,0.74,0.63,0.54,0.59,0.38,0.84,0.79,0.68,0.54,0.38,0.26,0.25,0.74,0.83,0.45,0.65,0.82,0.54,0.7,0.79,0.59,0.6,0.7,0.25,0.24,0.25,0.18,0.31,0.25,0.22,0.17,0.15,0.13,0.39,0.18,0.27,0.22,0.18,0.26,0.2,0.19,0.29,0.38,0.25,0.88,0.65,0.6,0.11,0.11
HM Revenue & Customs,Valuation Office Agency,VOA,0.44,0.63,0.69,0.6,0.7,0.34,0.64,0.68,0.15,0.22,0.8,0.73,0.62,0.38,0.64,0.71,0.65,0.72,0.57,0.78,0.74,0.58,0.68,0.7,0.55,0.5,0.58,0.34,0.81,0.73,0.57,0.51,0.46,0.17,0.24,0.7,0.8,0.46,0.61,0.83,0.59,0.74,0.83,0.59,0.55,0.64,0.14,0.18,0.11,0.2,0.25,0.22,0.26,0.15,0.16,0.14,0.38,0.21,0.25,0.24,0.19,0.37,0.23,0.2,0.21,0.4,0.23,0.85,0.67,0.61,0.1,0.06
HM Treasury,HM Treasury (excluding agencies),HMT,0.65,0.78,0.82,0.64,0.79,0.44,0.73,0.71,0.18,0.51,0.91,0.81,0.75,0.6,0.81,0.88,0.78,0.81,0.64,0.82,0.84,0.55,0.75,0.79,0.56,0.57,0.54,0.31,0.84,0.79,0.73,0.51,0.42,0.41,0.4,0.82,0.87,0.64,0.6,0.8,0.69,0.68,0.87,0.74,0.61,0.62,0.19,0.21,0.12,0.55,0.67,0.52,0.39,0.53,0.42,0.33,0.65,0.47,0.55,0.78,0.62,0.57,0.55,0.5,0.43,0.48,0.24,0.93,0.52,0.72,0.09,0.07
HM Treasury,Debt Management Office,DMO,0.67,0.77,0.9,0.66,0.77,0.62,0.82,0.78,0.3,0.63,0.93,0.77,0.73,0.64,0.79,0.91,0.9,0.89,0.69,0.79,0.8,0.64,0.72,0.76,0.61,0.59,0.67,0.31,0.79,0.78,0.73,0.83,0.65,0.38,0.61,0.91,0.84,0.71,0.83,0.8,0.71,0.73,0.87,0.72,0.8,0.8,0.32,0.35,0.25,0.69,0.73,0.72,0.57,0.75,0.42,0.51,0.72,0.51,0.61,0.7,0.67,0.64,0.61,0.66,0.54,0.52,0.31,0.87,0.6,0.83,0.06,0.06
HM Treasury,Government Actuary's Department,GAD,0.67,0.81,0.88,0.67,0.79,0.6,0.81,0.79,0.42,0.61,0.92,0.83,0.79,0.67,0.86,0.9,0.9,0.85,0.6,0.78,0.85,0.58,0.83,0.76,0.57,0.63,0.68,0.44,0.82,0.83,0.71,0.7,0.54,0.61,0.54,0.83,0.85,0.68,0.87,0.81,0.78,0.75,0.88,0.83,0.69,0.79,0.42,0.45,0.39,0.69,0.75,0.68,0.68,0.68,0.45,0.54,0.63,0.44,0.54,0.66,0.68,0.59,0.49,0.52,0.45,0.41,0.23,0.93,0.48,0.81,0.06,0.03
HM Treasury,National Savings & Investment,NSANDI,0.71,0.82,0.95,0.74,0.83,0.54,0.84,0.8,0.39,0.71,0.94,0.82,0.8,0.7,0.83,0.97,0.95,0.92,0.75,0.89,0.89,0.77,0.81,0.82,0.65,0.68,0.68,0.46,0.88,0.83,0.79,0.72,0.56,0.37,0.5,0.85,0.9,0.75,0.86,0.88,0.77,0.83,0.94,0.78,0.67,0.76,0.42,0.44,0.32,0.83,0.82,0.77,0.79,0.76,0.5,0.6,0.75,0.57,0.67,0.76,0.7,0.65,0.62,0.64,0.63,0.65,0.41,0.85,0.59,0.77,0.04,0.08
Home Office,Home Office (excluding agencies),HO,0.58,0.76,0.82,0.67,0.79,0.5,0.77,0.71,0.39,0.4,0.91,0.78,0.74,0.6,0.77,0.85,0.8,0.82,0.67,0.82,0.82,0.57,0.73,0.79,0.64,0.6,0.65,0.39,0.82,0.79,0.75,0.61,0.52,0.38,0.49,0.8,0.85,0.67,0.77,0.79,0.68,0.7,0.88,0.68,0.59,0.64,0.43,0.4,0.35,0.44,0.5,0.44,0.33,0.41,0.24,0.22,0.62,0.38,0.39,0.59,0.45,0.46,0.41,0.39,0.47,0.58,0.38,0.91,0.61,0.7,0.1,0.12
Home Office,Criminal Records Bureau,CRB,0.56,0.65,0.86,0.69,0.79,0.3,0.75,0.77,0.35,0.45,0.81,0.62,0.66,0.5,0.65,0.89,0.84,0.84,0.68,0.77,0.79,0.66,0.74,0.79,0.71,0.63,0.69,0.48,0.86,0.82,0.68,0.51,0.24,0.18,0.26,0.82,0.84,0.59,0.75,0.85,0.73,0.77,0.82,0.69,0.73,0.8,0.34,0.37,0.35,0.47,0.6,0.49,0.4,0.41,0.35,0.32,0.61,0.37,0.46,0.54,0.41,0.45,0.42,0.4,0.48,0.55,0.46,0.77,0.52,0.57,0.13,0.09
Home Office,Identity and Passport Service,IPS,0.5,0.6,0.77,0.63,0.74,0.34,0.68,0.73,0.19,0.34,0.79,0.62,0.6,0.4,0.55,0.79,0.76,0.77,0.6,0.76,0.74,0.58,0.66,0.76,0.65,0.56,0.62,0.38,0.81,0.75,0.67,0.53,0.35,0.2,0.29,0.72,0.78,0.52,0.69,0.84,0.66,0.74,0.87,0.71,0.61,0.69,0.18,0.2,0.18,0.32,0.44,0.35,0.36,0.27,0.29,0.22,0.48,0.27,0.35,0.38,0.3,0.33,0.29,0.28,0.36,0.49,0.36,0.83,0.63,0.64,0.14,0.13
Home Office,UK Border Agency,UKBA,0.46,0.6,0.73,0.59,0.7,0.32,0.64,0.65,0.24,0.26,0.81,0.65,0.59,0.41,0.54,0.75,0.71,0.75,0.57,0.7,0.71,0.53,0.62,0.72,0.57,0.54,0.57,0.37,0.78,0.72,0.62,0.45,0.35,0.2,0.28,0.68,0.77,0.48,0.64,0.78,0.57,0.68,0.81,0.55,0.53,0.61,0.26,0.24,0.21,0.24,0.35,0.28,0.26,0.22,0.18,0.16,0.41,0.24,0.27,0.37,0.26,0.34,0.27,0.25,0.28,0.38,0.24,0.71,0.5,0.47,0.17,0.15
International Development,Department for International Development,DFID,0.7,0.8,0.92,0.7,0.82,0.57,0.79,0.75,0.38,0.53,0.94,0.85,0.81,0.65,0.77,0.94,0.93,0.9,0.71,0.78,0.81,0.67,0.72,0.8,0.67,0.69,0.65,0.47,0.84,0.84,0.77,0.61,0.58,0.52,0.59,0.8,0.87,0.73,0.77,0.85,0.77,0.84,0.89,0.77,0.56,0.61,0.41,0.39,0.33,0.6,0.68,0.57,0.6,0.53,0.4,0.29,0.68,0.47,0.43,0.81,0.63,0.67,0.64,0.61,0.6,0.69,0.48,0.88,0.66,0.72,0.11,0.09
Justice,Ministry of Justice (excluding agencies),MOJHQ,0.55,0.71,0.75,0.65,0.79,0.43,0.74,0.72,0.39,0.39,0.86,0.74,0.72,0.53,0.7,0.78,0.72,0.76,0.66,0.79,0.8,0.56,0.71,0.76,0.62,0.61,0.63,0.39,0.84,0.81,0.72,0.51,0.44,0.36,0.4,0.77,0.85,0.63,0.73,0.81,0.65,0.73,0.87,0.69,0.59,0.67,0.42,0.4,0.36,0.43,0.47,0.42,0.39,0.38,0.31,0.26,0.56,0.36,0.36,0.55,0.43,0.35,0.37,0.34,0.45,0.56,0.39,0.82,0.59,0.67,0.11,0.11
Justice,MOJ Arms Length Bodies,ALBS,0.59,0.69,0.93,0.72,0.77,0.43,0.76,0.8,0.3,0.56,0.83,0.66,0.69,0.58,0.69,0.95,0.91,0.93,0.69,0.84,0.81,0.72,0.76,0.78,0.7,0.69,0.71,0.49,0.81,0.78,0.7,0.56,0.45,0.29,0.4,0.78,0.84,0.66,0.77,0.88,0.76,0.83,0.93,0.77,0.65,0.75,0.32,0.31,0.26,0.57,0.71,0.64,0.54,0.57,0.48,0.37,0.67,0.51,0.52,0.59,0.46,0.46,0.48,0.47,0.51,0.53,0.38,0.79,0.6,0.65,0.11,0.12
Justice,Criminal Injuries Compensation Authority,CICA,0.53,0.6,0.82,0.6,0.69,0.31,0.69,0.75,0.23,0.47,0.83,0.57,0.63,0.4,0.56,0.85,0.8,0.81,0.59,0.71,0.69,0.58,0.66,0.7,0.56,0.52,0.59,0.38,0.78,0.69,0.61,0.35,0.26,0.36,0.27,0.77,0.76,0.5,0.71,0.84,0.66,0.74,0.86,0.71,0.67,0.75,0.24,0.23,0.23,0.49,0.7,0.48,0.6,0.41,0.4,0.32,0.55,0.34,0.37,0.48,0.4,0.46,0.36,0.36,0.52,0.52,0.42,0.86,0.62,0.62,0.16,0.14
Justice,HM Courts and Tribunals Service,HMCTS,0.49,0.65,0.71,0.61,0.77,0.35,0.69,0.75,0.21,0.28,0.85,0.71,0.69,0.44,0.57,0.73,0.67,0.73,0.6,0.73,0.72,0.54,0.63,0.72,0.59,0.56,0.6,0.4,0.81,0.78,0.72,0.54,0.41,0.21,0.26,0.74,0.8,0.54,0.67,0.88,0.69,0.79,0.88,0.72,0.59,0.68,0.21,0.24,0.19,0.27,0.31,0.3,0.29,0.22,0.22,0.16,0.41,0.27,0.3,0.4,0.26,0.33,0.3,0.27,0.31,0.46,0.32,0.8,0.65,0.61,0.1,0.1
Justice,Legal Services Commission,LSC,0.53,0.66,0.8,0.64,0.73,0.4,0.73,0.73,0.44,0.39,0.85,0.68,0.65,0.46,0.63,0.83,0.76,0.81,0.62,0.76,0.74,0.61,0.69,0.72,0.63,0.59,0.64,0.4,0.8,0.73,0.66,0.48,0.41,0.32,0.37,0.77,0.83,0.57,0.74,0.85,0.57,0.76,0.88,0.65,0.61,0.76,0.39,0.54,0.4,0.36,0.49,0.41,0.43,0.37,0.28,0.22,0.58,0.32,0.39,0.4,0.37,0.42,0.34,0.33,0.4,0.51,0.28,0.29,0.21,0.36,0.11,0.1
Justice,National Offender Management Service,NOMS,0.54,0.67,0.74,0.57,0.7,0.42,0.65,0.68,0.29,0.27,0.87,0.76,0.71,0.44,0.59,0.76,0.72,0.74,0.58,0.65,0.68,0.53,0.61,0.68,0.54,0.51,0.56,0.36,0.77,0.7,0.62,0.51,0.46,0.31,0.4,0.68,0.77,0.5,0.63,0.82,0.61,0.71,0.85,0.66,0.54,0.6,0.3,0.28,0.28,0.3,0.37,0.35,0.27,0.25,0.21,0.15,0.36,0.2,0.25,0.55,0.33,0.47,0.38,0.33,0.24,0.34,0.24,0.66,0.57,0.49,0.17,0.16
Justice,Office of the Public Guardian,OPG,0.58,0.61,0.85,0.61,0.73,0.4,0.74,0.76,0.31,0.43,0.78,0.57,0.61,0.46,0.61,0.88,0.81,0.86,0.63,0.72,0.71,0.6,0.69,0.68,0.53,0.56,0.57,0.41,0.82,0.74,0.64,0.49,0.41,0.37,0.34,0.74,0.84,0.59,0.79,0.84,0.68,0.74,0.86,0.74,0.69,0.75,0.32,0.32,0.28,0.43,0.57,0.5,0.43,0.44,0.32,0.34,0.49,0.36,0.42,0.55,0.48,0.38,0.46,0.45,0.49,0.52,0.29,0.66,0.48,0.64,0.11,0.11
Justice,"Scotland Office, Office of the Advocate General, Wales Office, and Northern Ireland Office",SWNIO,0.62,0.75,0.83,0.72,0.82,0.43,0.77,0.76,0.45,0.55,0.88,0.79,0.72,0.61,0.77,0.83,0.8,0.85,0.7,0.8,0.85,0.73,0.8,0.85,0.67,0.66,0.7,0.44,0.86,0.82,0.78,0.57,0.41,0.37,0.36,0.83,0.82,0.69,0.75,0.82,0.69,0.75,0.88,0.79,0.66,0.71,0.46,0.46,0.44,0.55,0.68,0.59,0.52,0.55,0.47,0.45,0.58,0.54,0.58,0.6,0.55,0.5,0.54,0.5,0.54,0.6,0.31,0.96,0.72,0.77,0.07,0.09
Justice,The National Archives,TNA,0.68,0.76,0.87,0.73,0.81,0.54,0.78,0.79,0.34,0.54,0.91,0.75,0.78,0.61,0.75,0.91,0.82,0.87,0.74,0.79,0.81,0.7,0.78,0.82,0.74,0.7,0.71,0.49,0.84,0.83,0.75,0.68,0.56,0.47,0.47,0.81,0.87,0.68,0.78,0.87,0.74,0.81,0.94,0.8,0.68,0.72,0.34,0.4,0.28,0.68,0.59,0.52,0.6,0.55,0.5,0.39,0.67,0.45,0.43,0.79,0.67,0.61,0.59,0.55,0.53,0.57,0.36,0.82,0.49,0.69,0.05,0.08
Office of Gas and Electricity Markets,Ofgem,OFGEM,0.63,0.74,0.84,0.67,0.79,0.53,0.77,0.72,0.33,0.47,0.92,0.76,0.72,0.56,0.74,0.86,0.8,0.84,0.68,0.84,0.85,0.58,0.74,0.79,0.58,0.6,0.61,0.36,0.85,0.81,0.71,0.63,0.51,0.51,0.47,0.81,0.87,0.66,0.75,0.76,0.67,0.65,0.88,0.77,0.63,0.66,0.32,0.37,0.3,0.56,0.62,0.51,0.36,0.5,0.37,0.31,0.62,0.37,0.44,0.63,0.7,0.49,0.49,0.44,0.46,0.55,0,0.65,0.28,0.61,0.07,0.09
Office of Qualifications and Examinations Regulation,Ofqual,OFQUAL,0.54,0.67,0.8,0.59,0.68,0.47,0.66,0.72,0.4,0.37,0.91,0.66,0.62,0.48,0.68,0.81,0.79,0.8,0.55,0.76,0.76,0.61,0.64,0.72,0.54,0.53,0.49,0.26,0.72,0.68,0.64,0.68,0.62,0.2,0.37,0.7,0.74,0.58,0.61,0.76,0.58,0.73,0.94,0.78,0.57,0.67,0.41,0.42,0.38,0.35,0.49,0.38,0.34,0.35,0.22,0.31,0.51,0.38,0.33,0.52,0.36,0.42,0.36,0.36,0.46,0.41,0.24,0.81,0.44,0.53,0.21,0.16
"Office of Standards in Education, Children's Services and Skills",Ofsted,OFSTED,0.54,0.68,0.89,0.64,0.73,0.4,0.68,0.74,0.41,0.35,0.91,0.73,0.75,0.42,0.62,0.92,0.88,0.87,0.64,0.77,0.75,0.64,0.7,0.74,0.68,0.57,0.55,0.34,0.8,0.74,0.66,0.49,0.49,0.28,0.36,0.71,0.84,0.55,0.62,0.89,0.68,0.81,0.93,0.75,0.55,0.6,0.41,0.46,0.36,0.37,0.39,0.41,0.33,0.32,0.27,0.18,0.58,0.38,0.31,0.54,0.37,0.4,0.38,0.36,0.35,0.49,0.26,0.78,0.57,0.59,0.17,0.12
Statistics Authority,UK Statistics Authority,UKSA,0.66,0.77,0.88,0.63,0.75,0.53,0.8,0.73,0.36,0.64,0.95,0.7,0.79,0.6,0.81,0.91,0.84,0.88,0.61,0.81,0.79,0.67,0.77,0.73,0.56,0.53,0.52,0.33,0.75,0.73,0.77,0.64,0.52,0.36,0.59,0.84,0.93,0.64,0.8,0.77,0.77,0.68,0.93,0.68,0.57,0.7,0.39,0.39,0.32,0.55,0.8,0.64,0.63,0.66,0.52,0.52,0.68,0.64,0.73,0.59,0.61,0.57,0.5,0.5,0.52,0.61,0.34,1,0.48,0.84,0.02,0
