Departmental grouping,Organisation,Acronym,Response rate,Employee engagement index,My work theme score (B01-B05),Organisational objectives and purpose theme score (B06-B08),My manager theme score (B09-B18),My team theme score (B19-B21),Learning and development theme score (B22-B25),Inclusion and fair treatment theme score (B26-B29),Resources and workload theme score (B30-B36),Pay and benefits theme score (B37-B39),Leadership and managing change theme score (B40-B49),B01. I am interested in my work (% strongly agree or agree),B02. I am sufficiently challenged by my work (% strongly agree or agree),B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),B04. I feel involved in the decisions that affect my work (% strongly agree or agree),B05. I have a choice in deciding how I do my work (% strongly agree or agree),B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),B09. My manager motivates me to be more effective in my job (% strongly agree or agree),B10. My manager is considerate of my life outside work (% strongly agree or agree),B11. My manager is open to my ideas (% strongly agree or agree),B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",B14. My manager recognises when I have done my job well (% strongly agree or agree),B15. I receive regular feedback on my performance (% strongly agree or agree),B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),B17. I think that my performance is evaluated fairly (% strongly agree or agree),B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),B26. I am treated fairly at work (% strongly agree or agree),B27. I am treated with respect by the people I work with (% strongly agree or agree),B28. I feel valued for the work I do (% strongly agree or agree),"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",B31. I get the information I need to do my job well (% strongly agree or agree),B32. I have clear work objectives (% strongly agree or agree),B33. I have the skills I need to do my job effectively (% strongly agree or agree),B34. I have the tools I need to do my job effectively (% strongly agree or agree),B35. I have an acceptable workload (% strongly agree or agree),B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),B38. I am satisfied with the total benefits package (% strongly agree or agree),B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree),B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree),B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree),"B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)",B58. I am trusted to carry out my job effectively (% strongly agree or agree),"B59. I believe I would be supported if I tried a new idea, even if it may not work (% strongly agree or agree)","B60. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)","B61. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)",B62. I have some really good friendships at work (% strongly agree or agree),D01. Are you aware of the Civil Service Code? (% yes),D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes),D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)","E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)","W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","W03. Overall, how happy did you feel yesterday? (% rating 7-10)","W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
"Environemnt, Food and Rural Affairs",Centre for Fisheries and Aquaculture Science,CEFAS,94%,62%,81%,78%,65%,79%,54%,77%,75%,19%,46%,95%,84%,82%,62%,84%,79%,75%,79%,63%,79%,82%,60%,69%,74%,62%,57%,65%,41%,80%,78%,78%,64%,53%,47%,52%,79%,86%,66%,77%,83%,72%,75%,88%,80%,59%,64%,19%,25%,13%,54%,54%,51%,48%,46%,31%,27%,59%,39%,46%,66%,52%,54%,45%,40%,47%,50%,27%,93%,74%,68%,70%,80%,83%,59%,70%,10%,9%,64%,70%,61%,50%
"Environemnt, Food and Rural Affairs",Food and Environment Research Agency,FERA,81%,54%,76%,61%,63%,76%,42%,73%,71%,26%,30%,92%,78%,78%,53%,80%,63%,55%,66%,64%,82%,81%,53%,71%,74%,57%,56%,63%,33%,78%,75%,74%,53%,48%,33%,35%,76%,79%,61%,74%,81%,65%,75%,88%,70%,57%,63%,26%,31%,21%,31%,38%,33%,32%,28%,18%,17%,41%,31%,35%,50%,42%,37%,34%,30%,32%,43%,21%,89%,69%,65%,55%,72%,82%,54%,62%,8%,10%,59%,66%,54%,46%
"Environemnt, Food and Rural Affairs",Rural Payments Agency,RPA,63%,41%,60%,81%,61%,75%,29%,61%,63%,29%,34%,78%,72%,60%,36%,53%,84%,81%,78%,58%,75%,75%,58%,65%,74%,66%,53%,51%,40%,82%,77%,65%,45%,29%,20%,21%,66%,79%,46%,53%,77%,52%,61%,79%,59%,53%,61%,27%,31%,28%,34%,46%,34%,55%,30%,22%,23%,46%,22%,23%,19%,17%,24%,19%,21%,28%,35%,20%,78%,50%,47%,49%,73%,94%,69%,58%,15%,13%,54%,59%,49%,44%
"Environemnt, Food and Rural Affairs",Veterinary Medicines Directorate,VMD,78%,66%,84%,96%,75%,89%,56%,82%,88%,37%,57%,92%,84%,84%,75%,86%,97%,96%,96%,77%,90%,90%,72%,81%,83%,73%,65%,66%,51%,90%,90%,86%,82%,62%,32%,47%,84%,93%,73%,79%,95%,90%,93%,95%,90%,72%,81%,36%,48%,28%,71%,60%,61%,40%,55%,47%,37%,80%,59%,58%,68%,63%,50%,59%,56%,52%,60%,43%,94%,84%,73%,77%,71%,92%,66%,79%,4%,9%,66%,76%,66%,54%
Estyn,Estyn,ESTYN,75%,69%,79%,97%,74%,82%,60%,81%,84%,41%,64%,98%,85%,86%,60%,68%,98%,95%,97%,72%,85%,81%,77%,77%,85%,71%,73%,76%,48%,88%,84%,76%,68%,72%,40%,58%,84%,89%,78%,72%,92%,83%,88%,98%,91%,69%,69%,41%,44%,39%,69%,71%,67%,55%,68%,64%,60%,70%,59%,58%,76%,66%,59%,66%,70%,61%,69%,47%,92%,76%,71%,78%,82%,94%,76%,83%,11%,13%,72%,77%,67%,52%
Food Standards Agency,Food Standards Agency,FSA,85%,50%,67%,77%,57%,70%,41%,62%,70%,21%,32%,87%,72%,68%,47%,58%,81%,75%,76%,58%,71%,71%,57%,62%,66%,54%,50%,44%,31%,75%,72%,62%,56%,42%,32%,33%,66%,76%,49%,57%,80%,67%,72%,89%,74%,54%,57%,20%,25%,19%,33%,35%,38%,44%,33%,22%,18%,44%,28%,25%,47%,28%,36%,31%,30%,32%,45%,27%,83%,56%,48%,56%,70%,93%,71%,57%,17%,19%,56%,64%,54%,49%
Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,90%,68%,79%,83%,70%,81%,56%,78%,77%,30%,51%,93%,82%,81%,63%,73%,84%,81%,84%,72%,74%,79%,65%,72%,81%,68%,70%,67%,52%,83%,81%,78%,62%,61%,44%,56%,79%,84%,72%,76%,86%,75%,82%,90%,70%,64%,69%,32%,33%,26%,57%,60%,57%,53%,51%,40%,35%,62%,44%,46%,78%,61%,60%,58%,55%,56%,63%,48%,90%,69%,71%,68%,79%,66%,50%,60%,13%,12%,66%,73%,65%,48%
Foreign and Commonwealth Office,FCO Services,FCOS,63%,57%,71%,74%,58%,72%,46%,71%,66%,26%,35%,91%,75%,75%,46%,67%,76%,69%,75%,57%,71%,71%,56%,63%,71%,51%,52%,55%,34%,78%,74%,66%,59%,46%,37%,41%,74%,80%,59%,70%,77%,57%,60%,88%,60%,56%,63%,28%,28%,23%,38%,39%,35%,36%,35%,24%,24%,52%,31%,37%,54%,45%,44%,41%,37%,34%,45%,30%,89%,62%,59%,66%,75%,78%,55%,60%,12%,12%,66%,70%,62%,55%
Foreign and Commonwealth Office,Wilton Park,WPEA,94%,68%,77%,90%,69%,87%,36%,68%,73%,47%,46%,96%,81%,85%,56%,68%,92%,85%,93%,66%,82%,88%,60%,68%,88%,67%,67%,68%,37%,90%,84%,86%,47%,42%,23%,32%,70%,74%,58%,71%,88%,67%,84%,89%,78%,44%,62%,44%,56%,42%,51%,56%,49%,58%,50%,23%,25%,62%,44%,47%,81%,54%,58%,60%,47%,47%,53%,30%,85%,77%,73%,67%,88%,97%,84%,79%,11%,21%,67%,69%,59%,51%
Health,Department of Health,DH,70%,57%,75%,76%,69%,80%,47%,77%,74%,35%,39%,89%,77%,73%,59%,76%,77%,73%,78%,71%,83%,84%,63%,78%,82%,66%,62%,66%,37%,84%,81%,74%,61%,46%,37%,43%,81%,86%,70%,71%,83%,71%,76%,90%,71%,58%,64%,38%,35%,32%,41%,57%,46%,32%,43%,26%,18%,56%,37%,36%,56%,43%,45%,40%,35%,42%,58%,32%,88%,71%,72%,71%,77%,94%,63%,65%,9%,8%,64%,70%,62%,50%
Health,Medicines and Healthcare Products Regulatory Agency,MHRA,71%,59%,75%,85%,59%,75%,45%,72%,71%,27%,42%,90%,78%,75%,59%,74%,89%,83%,85%,58%,71%,74%,54%,64%,69%,56%,51%,58%,36%,81%,76%,68%,61%,45%,35%,39%,74%,81%,62%,72%,82%,69%,71%,89%,73%,51%,60%,28%,30%,23%,51%,43%,43%,46%,44%,35%,29%,59%,31%,36%,66%,50%,43%,44%,41%,42%,44%,28%,86%,63%,64%,68%,76%,81%,53%,58%,13%,13%,62%,70%,60%,50%
Health,Public Health England,PHE,61%,52%,74%,63%,61%,76%,41%,73%,70%,42%,30%,93%,77%,74%,51%,72%,67%,61%,61%,62%,74%,76%,47%,67%,73%,56%,56%,62%,33%,80%,77%,70%,53%,46%,33%,32%,78%,83%,63%,68%,79%,61%,72%,90%,66%,57%,62%,46%,40%,41%,30%,35%,34%,34%,31%,17%,16%,41%,27%,30%,46%,36%,27%,32%,28%,33%,43%,0%,89%,68%,63%,54%,77%,62%,31%,49%,10%,11%,63%,71%,60%,51%
HM Revenue & Customs,HM Revenue & Customs,HMRC,43%,44%,65%,79%,66%,82%,45%,71%,70%,25%,29%,82%,75%,66%,46%,55%,80%,77%,80%,65%,76%,77%,65%,68%,77%,70%,62%,61%,42%,86%,83%,77%,62%,46%,40%,34%,75%,85%,54%,69%,84%,61%,75%,80%,62%,60%,68%,25%,26%,23%,26%,38%,32%,28%,23%,20%,17%,45%,25%,33%,28%,24%,31%,26%,25%,31%,44%,27%,83%,61%,52%,52%,79%,94%,69%,63%,12%,11%,59%,68%,57%,50%
HM Revenue & Customs,Valuation Office Agency,VOA,68%,41%,66%,71%,62%,74%,39%,63%,67%,24%,25%,80%,74%,66%,44%,65%,72%,68%,74%,61%,79%,75%,62%,67%,70%,59%,53%,58%,36%,83%,77%,62%,55%,45%,26%,31%,66%,82%,45%,59%,79%,60%,72%,84%,58%,53%,65%,24%,29%,19%,21%,36%,26%,30%,19%,16%,14%,42%,21%,26%,25%,21%,34%,22%,21%,24%,44%,25%,84%,54%,50%,52%,73%,91%,74%,61%,14%,7%,53%,60%,49%,46%
HM Treasury,HM Treasury,HMT,89%,68%,82%,90%,71%,84%,54%,77%,77%,19%,59%,93%,83%,82%,70%,82%,93%,88%,88%,74%,84%,86%,67%,81%,83%,64%,66%,65%,38%,87%,83%,81%,60%,53%,54%,51%,84%,88%,70%,68%,86%,78%,80%,89%,80%,61%,63%,21%,22%,13%,67%,75%,63%,54%,64%,47%,40%,70%,48%,58%,83%,67%,60%,63%,58%,58%,59%,39%,91%,77%,77%,84%,71%,95%,57%,76%,9%,9%,66%,72%,63%,48%
Chancellors' Other Departments,Debt Management Office,DMO,32%,69%,80%,98%,73%,73%,55%,73%,81%,24%,51%,100%,79%,88%,62%,71%,100%,94%,100%,70%,82%,82%,82%,79%,79%,68%,76%,76%,34%,76%,74%,68%,82%,67%,26%,48%,71%,79%,65%,76%,85%,76%,82%,94%,82%,71%,76%,24%,24%,21%,56%,65%,59%,56%,56%,38%,38%,62%,38%,47%,76%,59%,74%,65%,59%,29%,32%,15%,82%,55%,65%,85%,82%,88%,74%,71%,3%,3%,79%,81%,75%,65%
Chancellors' Other Departments,Government Actuary's Department,GAD,85%,66%,73%,74%,64%,73%,52%,80%,78%,43%,55%,88%,79%,73%,53%,73%,85%,70%,68%,66%,80%,81%,56%,81%,70%,57%,55%,64%,33%,80%,72%,67%,58%,45%,52%,52%,82%,87%,67%,84%,79%,75%,73%,86%,82%,75%,76%,43%,49%,35%,62%,68%,65%,52%,62%,37%,41%,69%,41%,50%,70%,70%,49%,53%,46%,52%,48%,27%,87%,62%,67%,77%,62%,90%,47%,78%,6%,8%,67%,66%,62%,58%
Chancellors' Other Departments,National Savings and Investments,NSANDI,82%,66%,79%,93%,69%,82%,55%,81%,79%,25%,70%,92%,78%,80%,68%,76%,96%,95%,90%,71%,87%,86%,66%,76%,82%,60%,62%,60%,40%,83%,85%,76%,74%,57%,40%,49%,82%,88%,71%,84%,84%,68%,83%,97%,77%,68%,75%,27%,32%,17%,82%,78%,77%,81%,77%,53%,51%,71%,58%,69%,64%,61%,54%,54%,55%,61%,60%,42%,88%,75%,73%,82%,76%,90%,66%,75%,5%,6%,63%,71%,64%,50%
Home Office,Home Office (HQ),HO,75%,55%,74%,82%,66%,79%,53%,75%,71%,32%,36%,88%,77%,73%,57%,74%,84%,81%,82%,65%,79%,81%,60%,72%,77%,62%,59%,60%,40%,82%,80%,75%,64%,51%,49%,48%,77%,84%,63%,75%,79%,66%,71%,86%,69%,59%,65%,35%,33%,28%,37%,47%,41%,32%,35%,22%,19%,57%,34%,37%,52%,42%,41%,38%,35%,42%,56%,34%,86%,68%,66%,67%,73%,91%,64%,66%,12%,12%,62%,69%,59%,48%
Home Office,Border Force,BF,32%,39%,58%,70%,54%,65%,32%,57%,55%,23%,20%,85%,68%,60%,34%,42%,72%,68%,71%,54%,65%,67%,49%,59%,70%,52%,46%,49%,32%,77%,65%,54%,42%,32%,30%,23%,62%,73%,43%,51%,73%,48%,59%,74%,41%,47%,44%,26%,21%,23%,17%,29%,24%,23%,17%,10%,8%,36%,18%,18%,29%,19%,27%,21%,19%,23%,31%,17%,70%,45%,43%,48%,76%,85%,58%,44%,23%,21%,51%,59%,51%,48%
Home Office,HM Passport Office,HMPO,62%,60%,71%,89%,68%,80%,54%,75%,81%,26%,51%,89%,75%,75%,53%,62%,90%,88%,90%,68%,77%,77%,71%,72%,78%,69%,65%,59%,43%,85%,81%,74%,69%,52%,52%,44%,77%,84%,63%,79%,91%,75%,84%,91%,78%,70%,75%,23%,33%,23%,54%,62%,55%,55%,48%,46%,39%,63%,40%,46%,58%,53%,48%,48%,46%,51%,57%,45%,90%,68%,61%,65%,82%,87%,68%,67%,14%,13%,63%,70%,59%,50%
Home Office,Immigration Enforcement,IE,43%,52%,68%,81%,59%,74%,40%,67%,64%,23%,30%,88%,76%,70%,48%,60%,83%,77%,82%,58%,72%,73%,59%,64%,72%,55%,53%,53%,34%,79%,76%,67%,52%,39%,37%,31%,71%,79%,53%,65%,76%,56%,63%,80%,54%,54%,62%,25%,24%,21%,29%,41%,34%,33%,29%,17%,17%,41%,25%,29%,41%,33%,36%,36%,34%,27%,39%,18%,85%,59%,54%,61%,75%,84%,61%,54%,17%,14%,58%,64%,55%,49%
Home Office,UK Visas and Immigration,UKVI,55%,53%,64%,78%,59%,73%,38%,70%,69%,26%,34%,85%,71%,66%,46%,53%,79%,73%,82%,60%,68%,69%,57%,64%,70%,55%,56%,52%,38%,80%,74%,65%,48%,38%,34%,32%,72%,81%,55%,70%,82%,62%,71%,83%,61%,55%,68%,28%,26%,24%,32%,46%,39%,36%,33%,27%,25%,45%,28%,34%,43%,39%,40%,38%,36%,34%,44%,25%,86%,56%,57%,62%,78%,74%,53%,55%,15%,12%,59%,65%,56%,47%
Department for International Development,Department for International Development,DFID,88%,71%,80%,92%,71%,79%,59%,79%,75%,40%,55%,95%,84%,82%,64%,76%,94%,92%,91%,73%,80%,83%,69%,73%,82%,68%,68%,65%,45%,81%,81%,76%,60%,60%,56%,61%,80%,86%,73%,78%,84%,74%,83%,90%,75%,58%,63%,42%,42%,35%,64%,69%,62%,55%,57%,43%,34%,69%,48%,44%,84%,69%,67%,65%,64%,61%,68%,50%,88%,68%,70%,84%,80%,89%,67%,75%,11%,11%,69%,77%,66%,45%
Justice,Ministry of Justice (HQ),MOJHQ,83%,57%,74%,80%,67%,80%,47%,76%,74%,37%,43%,88%,78%,75%,58%,72%,82%,77%,80%,67%,82%,81%,62%,73%,77%,64%,63%,63%,40%,84%,82%,76%,60%,46%,40%,42%,78%,84%,65%,76%,83%,69%,76%,87%,71%,61%,69%,38%,37%,35%,48%,55%,49%,39%,43%,32%,27%,59%,37%,39%,59%,47%,38%,39%,38%,52%,61%,46%,89%,70%,67%,64%,77%,90%,70%,72%,11%,11%,63%,69%,58%,48%
Justice,Criminal Injuries Compensation Authority,CICA,73%,52%,67%,85%,67%,78%,52%,72%,77%,25%,45%,89%,70%,70%,45%,61%,87%,85%,85%,63%,78%,77%,66%,70%,72%,66%,60%,68%,51%,87%,79%,67%,69%,61%,38%,40%,76%,80%,59%,73%,84%,73%,79%,89%,73%,70%,75%,26%,27%,22%,47%,75%,45%,55%,41%,28%,30%,53%,38%,38%,47%,36%,50%,46%,41%,53%,56%,45%,84%,59%,54%,66%,79%,87%,69%,70%,16%,17%,67%,69%,60%,60%
Justice,HM Courts and Tribunal Service,HMCTS,71%,52%,70%,78%,64%,81%,45%,72%,76%,22%,37%,87%,77%,74%,52%,60%,79%,75%,79%,64%,74%,75%,63%,65%,73%,61%,59%,61%,41%,83%,81%,77%,64%,48%,33%,34%,78%,83%,59%,71%,89%,72%,81%,87%,74%,59%,67%,20%,27%,19%,35%,48%,42%,40%,33%,29%,23%,50%,34%,37%,46%,32%,37%,36%,35%,43%,55%,43%,90%,68%,58%,51%,81%,87%,73%,68%,10%,10%,61%,67%,56%,49%
Justice,Legal Aid Agency,LAA,89%,60%,71%,89%,70%,84%,47%,77%,78%,46%,55%,86%,72%,71%,56%,69%,91%,88%,88%,67%,81%,81%,71%,74%,78%,68%,65%,68%,44%,85%,83%,82%,64%,47%,39%,38%,80%,83%,66%,80%,88%,67%,81%,89%,72%,69%,78%,41%,55%,43%,58%,76%,60%,70%,53%,45%,38%,62%,42%,49%,53%,53%,49%,48%,48%,65%,69%,54%,91%,70%,69%,71%,82%,87%,58%,67%,10%,9%,64%,70%,62%,53%
Justice,MoJ Arms Length Bodies,ALBS,76%,62%,74%,93%,68%,80%,45%,78%,75%,28%,57%,87%,75%,74%,60%,73%,95%,91%,93%,66%,80%,80%,68%,73%,75%,65%,63%,66%,45%,84%,80%,76%,62%,46%,34%,38%,80%,85%,68%,80%,85%,71%,79%,92%,72%,60%,68%,29%,30%,25%,57%,73%,62%,56%,54%,50%,38%,72%,55%,56%,64%,52%,52%,52%,52%,58%,60%,48%,87%,68%,69%,77%,73%,89%,66%,71%,12%,13%,58%,67%,59%,50%
Justice,National Offender Management Service,NOMS,41%,48%,63%,66%,49%,65%,35%,58%,60%,26%,25%,83%,74%,65%,38%,53%,67%,64%,67%,50%,58%,62%,46%,52%,61%,46%,43%,47%,30%,73%,66%,56%,43%,37%,26%,32%,60%,72%,44%,56%,72%,52%,61%,81%,57%,45%,50%,27%,25%,26%,26%,33%,32%,30%,23%,17%,13%,36%,18%,22%,47%,23%,43%,32%,27%,19%,28%,18%,81%,51%,49%,45%,74%,79%,68%,53%,18%,17%,54%,63%,53%,50%
Justice,Office of the Public Guardian,OPG,76%,60%,67%,87%,62%,78%,50%,73%,75%,32%,48%,87%,70%,71%,47%,62%,91%,85%,86%,62%,72%,70%,60%,66%,70%,60%,56%,58%,42%,82%,80%,73%,60%,50%,50%,40%,74%,81%,58%,78%,86%,70%,76%,86%,70%,63%,71%,32%,32%,32%,48%,54%,50%,62%,46%,36%,45%,55%,36%,45%,59%,51%,40%,48%,46%,44%,46%,37%,90%,62%,58%,67%,73%,85%,66%,67%,14%,13%,61%,65%,55%,47%
Justice,The National Archives,TNA,74%,68%,77%,89%,72%,81%,51%,78%,76%,29%,55%,89%,77%,79%,64%,77%,93%,85%,89%,72%,81%,83%,68%,77%,81%,70%,67%,71%,43%,83%,83%,78%,61%,46%,47%,49%,81%,85%,68%,79%,85%,74%,78%,91%,75%,62%,68%,26%,38%,23%,71%,65%,55%,55%,54%,48%,38%,70%,47%,47%,78%,67%,60%,57%,51%,45%,51%,31%,90%,73%,71%,77%,75%,83%,54%,71%,8%,8%,63%,69%,56%,43%
National Crime Agency,National Crime Agency,NCA,43%,58%,66%,81%,55%,74%,35%,69%,64%,33%,33%,88%,67%,69%,43%,60%,85%,83%,75%,54%,77%,72%,47%,62%,67%,48%,45%,51%,30%,81%,76%,66%,50%,41%,25%,21%,75%,82%,55%,64%,75%,57%,60%,79%,49%,57%,69%,33%,31%,34%,30%,42%,35%,55%,34%,25%,19%,47%,18%,27%,55%,39%,34%,40%,37%,24%,25%,11%,82%,61%,49%,61%,78%,76%,51%,58%,18%,13%,65%,73%,65%,59%
Office of Gas and Electricity Markets,Ofgem,OFGEM,90%,65%,78%,84%,71%,84%,63%,82%,74%,32%,52%,91%,79%,77%,63%,81%,89%,80%,83%,73%,87%,87%,64%,81%,81%,65%,68%,64%,36%,87%,84%,80%,74%,62%,58%,58%,85%,87%,72%,83%,82%,72%,72%,90%,77%,60%,67%,30%,38%,27%,59%,68%,59%,39%,58%,39%,39%,65%,44%,54%,66%,75%,48%,57%,54%,54%,63%,38%,90%,73%,71%,84%,72%,81%,44%,72%,7%,8%,70%,74%,63%,49%
Office of Rail Regulation,Office of Rail Regulation,ORR,84%,56%,84%,81%,70%,81%,48%,77%,77%,34%,44%,95%,86%,82%,71%,87%,86%,77%,80%,72%,85%,86%,63%,79%,79%,68%,61%,60%,40%,86%,81%,77%,63%,54%,32%,43%,79%,88%,69%,71%,87%,74%,82%,90%,77%,62%,70%,34%,32%,36%,45%,50%,44%,39%,45%,29%,29%,66%,45%,48%,47%,45%,36%,36%,36%,52%,64%,36%,93%,78%,68%,75%,66%,91%,64%,67%,9%,6%,70%,76%,67%,50%
Office of Standards in Education,Ofsted,OFSTED,81%,58%,74%,91%,67%,80%,43%,70%,71%,42%,43%,93%,85%,83%,49%,61%,93%,90%,89%,68%,77%,80%,68%,73%,75%,68%,62%,61%,37%,86%,82%,72%,51%,47%,38%,36%,72%,85%,60%,64%,84%,67%,78%,91%,73%,47%,53%,42%,46%,36%,44%,49%,50%,52%,43%,26%,31%,58%,39%,33%,60%,39%,47%,46%,46%,48%,57%,39%,83%,55%,61%,71%,76%,90%,71%,64%,15%,11%,63%,75%,60%,48%
"Scotland Office, Office of the Advocate General, Wales Office and Northern Ireland Office","Scotland Office, Office of the Advocate General, Wales Office and Northern Ireland Office",SWNIO,85%,62%,77%,88%,68%,80%,48%,79%,77%,38%,57%,91%,81%,80%,60%,74%,89%,86%,89%,66%,84%,80%,67%,75%,79%,62%,57%,67%,43%,85%,80%,76%,62%,45%,44%,42%,81%,88%,71%,75%,86%,73%,77%,91%,78%,63%,70%,41%,38%,35%,58%,76%,60%,55%,58%,46%,46%,61%,51%,58%,61%,58%,53%,53%,50%,58%,55%,41%,87%,74%,71%,79%,77%,96%,78%,76%,6%,7%,69%,76%,63%,47%
Scottish Government,Scottish Government,SG,79%,60%,79%,83%,70%,80%,54%,80%,74%,33%,44%,92%,82%,78%,61%,79%,85%,81%,83%,69%,85%,83%,61%,76%,82%,70%,63%,73%,39%,84%,80%,75%,64%,53%,51%,50%,85%,86%,68%,80%,82%,69%,74%,89%,75%,58%,69%,35%,36%,28%,48%,54%,52%,42%,47%,30%,26%,59%,38%,41%,60%,55%,46%,44%,41%,46%,54%,33%,91%,73%,72%,65%,75%,90%,61%,70%,8%,8%,66%,71%,61%,50%
Scottish Government,Accountant in Bankruptcy,AIB,85%,54%,63%,82%,66%,76%,52%,70%,79%,29%,43%,80%,62%,61%,45%,66%,83%,81%,81%,58%,84%,79%,64%,68%,75%,73%,56%,64%,36%,75%,77%,76%,66%,47%,54%,42%,75%,81%,50%,74%,86%,72%,79%,85%,78%,68%,83%,30%,36%,22%,50%,71%,43%,53%,42%,30%,31%,45%,28%,34%,41%,42%,36%,37%,38%,43%,55%,35%,87%,64%,52%,57%,75%,95%,83%,73%,15%,7%,65%,68%,63%,53%
Scottish Government,Crown Office and Procurator Fiscal Service,COPFS,51%,53%,70%,80%,58%,68%,36%,66%,67%,21%,24%,92%,80%,74%,43%,64%,84%,77%,78%,58%,74%,73%,51%,66%,71%,52%,49%,56%,27%,75%,70%,60%,57%,30%,29%,29%,71%,77%,52%,64%,82%,64%,71%,90%,66%,43%,56%,20%,25%,17%,25%,27%,33%,25%,26%,15%,14%,34%,22%,24%,51%,31%,52%,35%,28%,27%,36%,20%,87%,57%,55%,58%,81%,82%,59%,51%,16%,18%,61%,67%,55%,44%
Scottish Government,Disclosure Scotland,DS,90%,53%,54%,90%,60%,67%,39%,68%,74%,30%,34%,85%,54%,57%,34%,41%,96%,86%,88%,60%,69%,65%,53%,66%,63%,66%,58%,58%,43%,85%,65%,51%,51%,40%,35%,30%,73%,81%,48%,72%,89%,65%,68%,84%,66%,72%,72%,34%,26%,30%,40%,38%,34%,34%,36%,28%,24%,46%,27%,32%,46%,37%,34%,43%,37%,46%,47%,28%,90%,49%,50%,55%,80%,70%,55%,59%,19%,9%,61%,65%,53%,54%
Scottish Government,Education Scotland,ES,79%,58%,74%,81%,61%,82%,45%,71%,70%,35%,37%,91%,79%,78%,47%,76%,82%,81%,78%,62%,76%,73%,53%,65%,70%,60%,55%,59%,34%,88%,84%,73%,54%,48%,33%,45%,76%,80%,60%,68%,81%,59%,73%,91%,67%,56%,60%,36%,37%,31%,39%,34%,38%,46%,34%,25%,28%,50%,40%,32%,54%,45%,46%,48%,46%,48%,53%,27%,90%,67%,66%,72%,75%,84%,64%,73%,14%,14%,69%,77%,65%,52%
