id,description,responses,Employee engagement index 2,My work ,Organisational objectives and purpose 3,My manager ,My team ,Learning and development ,Inclusion and fair treatment ,Resources and workload 3,Pay and benefits ,Leadership and managing change 3,B01. I am interested in my work ,B02. I am sufficiently challenged by my work ,B03. My work gives me a sense of personal accomplishment ,B04. I feel involved in the decisions that affect my work ,B05. I have a choice in deciding how I do my work,B06. I have a clear understanding of [my organisation's] objectives 4,B07. I understand how my work contributes to [my organisation's] objectives ,B08. My manager motivates me to be more effective in my job ,B09. My manager is considerate of my life outside work ,B10. My manager is open to my ideas ,B11. My manager helps me to understand how I contribute to [my organisation's] objectives ,"B12. Overall, I have confidence in the decisions made by my manager ",B13. My manager recognises when I have done my job well ,B14. I receive regular feedback on my performance ,B15. The feedback I receive helps me to improve my performance ,B16. I think that my performance is evaluated fairly ,B17. Poor performance is dealt with effectively in my team ,B18. The people in my team can be relied upon to help when things get difficult in my job ,B19. The people in my team work together to find ways to improve the service we provide ,B20. The people in my team are encouraged to come up with new and better ways of doing things ,B21. I am able to access the right learning and development opportunities when I need to ,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance ,B23. There are opportunities for me to develop my career in [my organisation] ,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career ,B25. I am treated fairly at work ,B26. I am treated with respect by the people I work with ,B27. I feel valued for the work I do ,"B28. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)  ",B29. I get the information I need to do my job well ,B30. I have clear work objectives ,B31. I have the skills I need to do my job effectively ,B32. I have the tools I need to do my job effectively,B33. I have an acceptable workload,B34. I achieve a good balance between my work life and my private life,B35. I feel that my pay adequately reflects my performance ,B36. I am satisfied with the total benefits package ,B37. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,B38. [Senior managers] in [my organisation] are sufficiently visible ,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values ,B40. I believe that [the board has] a clear vision for the future of [my organisation] ,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",B42. I feel that change is managed well in [my organisation] ,B43. When changes are made in [my organisation] they are usually for the better ,B44. [My organisation] keeps me informed about matters that affect me ,B45. I have the opportunity to contribute my views before decisions are made that affect me ,B46. I think it is safe to challenge the way things are done in [my organisation] ,B47. I am proud when I tell others I am part of [my organisation] ,B48. I would recommend [my organisation] as a great place to work ,B49. I feel a strong personal attachment to [my organisation] ,B50. [My organisation] inspires me to do the best in my job ,B51. [My organisation] motivates me to help it achieve its objectives,B52. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,"B53. Where I work, I think effective action has been taken on the results of the last survey  ",B54. I am trusted to carry out my job effectively ,"B55. I believe I would be supported if I try a new idea, even if it may not work ","B56. In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",B57. I feel able to challenge inappropriate behaviour in the workplace,B58. My organisation is committed to creating a diverse and inclusive workplace,B59 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement ,B60 My manager actively role models the behaviours set out in the Civil Service Leadership Statement,B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service',B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service',I want to leave [my organisation] as soon as possible ,I want to leave [my organisation] within the next 12 months ,I want to stay working for [my organisation] for at least the next year ,I want to stay working for [my organisation] for at least the next three years ,D01. Are you aware of the Civil Service Code? ,D02. Are you aware of how to raise a concern under the Civil Service Code? ,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? ,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied) ","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile) ","W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy) ","W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious) ",E01. During the past 12 months have you personally experienced discrimination at work? ,E03. During the past 12 months have you personally experienced bullying or harassment at work? ,E05. Did you report the bullying and harassment you experienced?,"E06. In your opinion, has this issue been resolved?"
loso_5_10y,5 years but less than 10 years,32563,0.58,0.73,0.81,0.68,0.8,0.53,0.74,0.69,0.28,0.42,0.88,0.79,0.74,0.55,0.7,0.8,0.82,0.69,0.82,0.8,0.65,0.72,0.78,0.67,0.64,0.64,0.42,0.84,0.81,0.74,0.61,0.53,0.51,0.49,0.77,0.84,0.63,0.73,0.66,0.75,0.86,0.62,0.58,0.66,0.28,0.33,0.24,0.54,0.49,0.42,0.41,0.3,0.3,0.53,0.34,0.43,0.57,0.49,0.47,0.44,0.42,0.43,0.38,0.88,0.69,0.65,0.64,0.72,0.44,0.64,0.43,0.38,0.09,0.14,0.29,0.48,0.91,0.71,0.67,0.63,0.69,0.61,0.49,0.15,0.13,0.39,0.18
loso_10yp,10 years or more,151374,0.55,0.74,0.81,0.69,0.82,0.51,0.74,0.69,0.26,0.39,0.88,0.82,0.75,0.56,0.69,0.8,0.83,0.69,0.81,0.8,0.66,0.72,0.78,0.69,0.62,0.64,0.44,0.86,0.83,0.76,0.62,0.5,0.49,0.43,0.77,0.85,0.63,0.72,0.66,0.76,0.85,0.62,0.6,0.67,0.26,0.3,0.23,0.51,0.46,0.41,0.36,0.29,0.25,0.52,0.33,0.4,0.49,0.4,0.51,0.41,0.39,0.41,0.39,0.87,0.68,0.62,0.66,0.72,0.41,0.64,0.46,0.4,0.1,0.1,0.21,0.59,0.93,0.76,0.66,0.64,0.7,0.61,0.5,0.14,0.12,0.36,0.19
losc_lt1y,Less than 1 year,23482,0.69,0.74,0.82,0.74,0.84,0.62,0.85,0.76,0.44,0.55,0.91,0.77,0.77,0.55,0.68,0.81,0.83,0.77,0.83,0.82,0.71,0.82,0.82,0.7,0.72,0.71,0.46,0.89,0.85,0.77,0.68,0.6,0.64,0.55,0.89,0.91,0.75,0.85,0.72,0.77,0.86,0.73,0.74,0.78,0.44,0.47,0.4,0.66,0.63,0.51,0.6,0.44,0.44,0.68,0.44,0.54,0.76,0.73,0.48,0.64,0.63,0.53,0.26,0.92,0.72,0.77,0.72,0.83,0.59,0.73,0.46,0.44,0.04,0.12,0.34,0.5,0.73,0.45,0.69,0.68,0.71,0.64,0.51,0.06,0.06,0.42,0.3
losc_1_3y,1 year but less than 3 years,31900,0.61,0.69,0.8,0.7,0.8,0.57,0.77,0.71,0.33,0.45,0.88,0.75,0.72,0.49,0.63,0.79,0.81,0.72,0.82,0.8,0.66,0.75,0.8,0.69,0.68,0.68,0.42,0.86,0.81,0.73,0.61,0.58,0.56,0.51,0.81,0.86,0.65,0.77,0.67,0.75,0.87,0.65,0.64,0.7,0.32,0.37,0.29,0.58,0.54,0.43,0.46,0.33,0.34,0.57,0.34,0.46,0.65,0.59,0.45,0.51,0.49,0.43,0.33,0.9,0.67,0.7,0.67,0.76,0.51,0.68,0.45,0.4,0.08,0.16,0.32,0.44,0.81,0.52,0.65,0.63,0.67,0.6,0.48,0.13,0.11,0.44,0.25
losc_3_5y,3 years but less than 5 years,20920,0.6,0.73,0.79,0.68,0.79,0.54,0.75,0.69,0.3,0.43,0.88,0.78,0.74,0.54,0.7,0.78,0.8,0.7,0.82,0.81,0.64,0.74,0.79,0.67,0.64,0.65,0.39,0.84,0.8,0.74,0.59,0.54,0.53,0.49,0.78,0.85,0.65,0.74,0.66,0.74,0.87,0.63,0.59,0.67,0.3,0.34,0.26,0.58,0.51,0.4,0.43,0.3,0.3,0.54,0.34,0.43,0.63,0.54,0.47,0.46,0.44,0.44,0.35,0.88,0.69,0.66,0.65,0.74,0.47,0.66,0.4,0.34,0.09,0.16,0.33,0.42,0.87,0.6,0.65,0.65,0.69,0.61,0.48,0.14,0.12,0.42,0.21
losc_5_10y,5 years but less than 10 years,30648,0.58,0.73,0.81,0.69,0.8,0.54,0.75,0.69,0.29,0.43,0.88,0.79,0.74,0.55,0.7,0.8,0.82,0.7,0.82,0.81,0.65,0.73,0.78,0.67,0.64,0.64,0.41,0.84,0.81,0.75,0.61,0.54,0.53,0.49,0.78,0.84,0.64,0.74,0.67,0.75,0.86,0.63,0.59,0.67,0.29,0.34,0.25,0.56,0.5,0.43,0.42,0.31,0.31,0.54,0.35,0.44,0.59,0.51,0.47,0.45,0.43,0.44,0.38,0.88,0.69,0.66,0.64,0.73,0.46,0.66,0.45,0.39,0.09,0.14,0.31,0.46,0.92,0.7,0.68,0.64,0.69,0.61,0.49,0.15,0.13,0.4,0.19
losc_10yp,10 years or more,158836,0.55,0.74,0.82,0.69,0.82,0.51,0.74,0.69,0.26,0.41,0.88,0.82,0.75,0.56,0.69,0.81,0.83,0.69,0.82,0.8,0.66,0.72,0.78,0.69,0.62,0.64,0.44,0.86,0.83,0.76,0.62,0.51,0.49,0.44,0.77,0.85,0.63,0.72,0.66,0.76,0.85,0.62,0.6,0.68,0.26,0.3,0.23,0.52,0.46,0.43,0.38,0.3,0.27,0.54,0.34,0.41,0.49,0.42,0.49,0.42,0.4,0.43,0.41,0.87,0.68,0.62,0.65,0.72,0.42,0.65,0.48,0.42,0.1,0.11,0.22,0.57,0.94,0.77,0.68,0.64,0.7,0.61,0.49,0.14,0.12,0.36,0.19
m_nonm,Non-manager,203450,0.56,0.69,0.79,0.67,0.79,0.5,0.74,0.7,0.28,0.39,0.86,0.76,0.71,0.48,0.62,0.77,0.8,0.68,0.8,0.77,0.64,0.71,0.77,0.68,0.63,0.63,0.39,0.85,0.81,0.71,0.6,0.5,0.49,0.42,0.77,0.85,0.61,0.72,0.64,0.74,0.83,0.62,0.64,0.7,0.27,0.31,0.25,0.51,0.46,0.4,0.38,0.3,0.27,0.52,0.31,0.39,0.52,0.46,0.44,0.43,0.41,0.39,0.32,0.87,0.64,0.62,0.61,0.71,0.42,0.63,0.43,0.39,0.1,0.12,0.25,0.53,0.87,0.64,0.63,0.62,0.67,0.6,0.48,0.14,0.12,0.39,0.2
m_man,Manager,88146,0.63,0.84,0.86,0.73,0.87,0.6,0.81,0.71,0.34,0.5,0.93,0.88,0.83,0.71,0.82,0.85,0.87,0.75,0.85,0.86,0.71,0.78,0.81,0.69,0.66,0.69,0.54,0.88,0.87,0.85,0.67,0.58,0.59,0.57,0.83,0.88,0.72,0.8,0.72,0.79,0.9,0.67,0.56,0.64,0.34,0.38,0.29,0.63,0.57,0.49,0.49,0.35,0.36,0.62,0.45,0.53,0.64,0.55,0.59,0.52,0.5,0.55,0.5,0.9,0.78,0.72,0.77,0.8,0.53,0.72,0.51,0.44,0.07,0.12,0.28,0.53,0.95,0.79,0.75,0.69,0.75,0.65,0.51,0.11,0.11,0.38,0.21
wp_ft,Full-time,236293,0.58,0.74,0.81,0.69,0.81,0.54,0.76,0.7,0.29,0.43,0.89,0.8,0.75,0.56,0.69,0.79,0.82,0.7,0.81,0.8,0.66,0.74,0.78,0.68,0.64,0.65,0.43,0.85,0.82,0.75,0.62,0.53,0.53,0.48,0.79,0.85,0.65,0.74,0.67,0.75,0.86,0.64,0.61,0.67,0.29,0.33,0.26,0.56,0.5,0.43,0.42,0.32,0.3,0.55,0.36,0.44,0.57,0.5,0.49,0.46,0.44,0.44,0.37,0.88,0.69,0.65,0.67,0.74,0.46,0.65,0.46,0.4,0.09,0.13,0.26,0.52,0.89,0.68,0.66,0.63,0.68,0.6,0.49,0.13,0.12,0.38,0.2
wp_pt,Part-time,54527,0.55,0.71,0.82,0.7,0.83,0.5,0.76,0.72,0.3,0.4,0.87,0.8,0.74,0.5,0.62,0.81,0.83,0.71,0.83,0.79,0.69,0.73,0.8,0.72,0.65,0.66,0.44,0.88,0.85,0.77,0.63,0.5,0.49,0.4,0.79,0.88,0.64,0.74,0.67,0.78,0.84,0.64,0.66,0.77,0.29,0.34,0.27,0.51,0.46,0.43,0.38,0.32,0.27,0.54,0.32,0.4,0.49,0.43,0.46,0.44,0.42,0.43,0.4,0.88,0.66,0.65,0.63,0.73,0.43,0.66,0.46,0.43,0.09,0.11,0.24,0.56,0.91,0.71,0.68,0.68,0.75,0.66,0.49,0.13,0.1,0.4,0.23
wp_js,Job-share,954,0.64,0.8,0.85,0.73,0.86,0.59,0.8,0.76,0.36,0.52,0.93,0.85,0.81,0.63,0.76,0.84,0.86,0.75,0.86,0.83,0.71,0.78,0.79,0.67,0.67,0.67,0.52,0.89,0.87,0.81,0.66,0.55,0.6,0.53,0.84,0.89,0.7,0.79,0.73,0.81,0.89,0.73,0.62,0.77,0.36,0.4,0.33,0.64,0.6,0.51,0.54,0.41,0.38,0.63,0.46,0.5,0.64,0.59,0.57,0.55,0.52,0.58,0.46,0.9,0.74,0.71,0.71,0.78,0.52,0.69,0.49,0.44,0.07,0.12,0.33,0.47,0.87,0.69,0.74,0.75,0.81,0.72,0.48,0.12,0.09,0.37,0.17
es_perm,Permanent contract,270935,0.57,0.73,0.81,0.69,0.81,0.53,0.75,0.7,0.29,0.42,0.88,0.8,0.75,0.55,0.68,0.8,0.82,0.7,0.81,0.8,0.66,0.73,0.78,0.69,0.64,0.65,0.43,0.86,0.82,0.75,0.62,0.53,0.52,0.47,0.78,0.85,0.64,0.73,0.66,0.75,0.85,0.63,0.61,0.68,0.28,0.33,0.25,0.54,0.49,0.43,0.4,0.31,0.29,0.54,0.34,0.42,0.54,0.47,0.48,0.45,0.43,0.43,0.38,0.88,0.68,0.65,0.65,0.73,0.44,0.65,0.46,0.4,0.09,0.12,0.25,0.54,0.91,0.7,0.67,0.64,0.69,0.61,0.49,0.14,0.12,0.38,0.2
es_fixed,Fixed term contract,11141,0.67,0.74,0.81,0.72,0.82,0.58,0.82,0.77,0.42,0.52,0.9,0.76,0.76,0.56,0.69,0.8,0.83,0.75,0.82,0.81,0.69,0.79,0.81,0.69,0.7,0.7,0.47,0.87,0.84,0.76,0.66,0.57,0.54,0.53,0.85,0.88,0.73,0.82,0.72,0.77,0.88,0.74,0.72,0.76,0.43,0.44,0.39,0.64,0.61,0.51,0.56,0.42,0.4,0.63,0.42,0.51,0.74,0.68,0.51,0.6,0.59,0.52,0.31,0.91,0.71,0.73,0.69,0.8,0.56,0.69,0.45,0.42,0.06,0.15,0.34,0.46,0.76,0.5,0.69,0.67,0.7,0.63,0.49,0.1,0.09,0.44,0.26
es_loan,Loaned from other CS organisation,3494,0.64,0.8,0.81,0.71,0.85,0.58,0.82,0.69,0.33,0.55,0.93,0.83,0.79,0.65,0.79,0.79,0.82,0.76,0.86,0.87,0.69,0.81,0.81,0.64,0.64,0.66,0.38,0.88,0.85,0.81,0.63,0.57,0.58,0.51,0.88,0.89,0.74,0.77,0.69,0.7,0.85,0.67,0.6,0.65,0.34,0.37,0.28,0.73,0.66,0.49,0.61,0.39,0.38,0.63,0.46,0.57,0.71,0.65,0.45,0.57,0.55,0.63,0.37,0.9,0.78,0.73,0.72,0.76,0.62,0.74,0.62,0.47,0.08,0.26,0.43,0.22,0.95,0.68,0.78,0.69,0.74,0.65,0.47,0.09,0.09,0.39,0.23
es_temp,Temporary/agency worker,3667,0.65,0.69,0.76,0.68,0.8,0.43,0.81,0.79,0.31,0.51,0.88,0.7,0.73,0.5,0.61,0.73,0.8,0.71,0.76,0.74,0.63,0.77,0.77,0.61,0.65,0.64,0.46,0.88,0.82,0.71,0.54,0.41,0.4,0.36,0.83,0.88,0.71,0.81,0.75,0.81,0.9,0.76,0.76,0.79,0.36,0.23,0.33,0.64,0.57,0.5,0.55,0.43,0.41,0.6,0.39,0.44,0.69,0.64,0.45,0.58,0.55,0.49,0.29,0.93,0.65,0.71,0.66,0.76,0.51,0.64,0.38,0.42,0.07,0.16,0.32,0.45,0.59,0.43,0.62,0.61,0.65,0.6,0.52,0.09,0.08,0.42,0.25
es_contract,Contractor/freelancer,1778,0.66,0.81,0.78,0.7,0.84,0.34,0.85,0.76,0.45,0.48,0.93,0.81,0.82,0.65,0.82,0.73,0.83,0.72,0.82,0.86,0.66,0.79,0.82,0.6,0.61,0.64,0.44,0.86,0.85,0.81,0.41,0.33,0.31,0.32,0.88,0.9,0.8,0.83,0.67,0.75,0.94,0.71,0.73,0.75,0.52,0.39,0.43,0.59,0.55,0.46,0.5,0.36,0.4,0.56,0.41,0.51,0.7,0.62,0.51,0.56,0.54,0.51,0.3,0.93,0.78,0.69,0.72,0.8,0.46,0.61,0.29,0.3,0.05,0.2,0.45,0.3,0.56,0.39,0.61,0.76,0.78,0.7,0.56,0.07,0.07,0.42,0.3
es_secondee,Secondee from outside CS,1352,0.63,0.81,0.77,0.71,0.81,0.51,0.84,0.72,0.46,0.5,0.91,0.83,0.8,0.68,0.82,0.75,0.79,0.75,0.85,0.87,0.69,0.81,0.82,0.64,0.62,0.66,0.39,0.86,0.82,0.76,0.6,0.51,0.45,0.47,0.89,0.9,0.76,0.81,0.69,0.71,0.88,0.66,0.66,0.7,0.5,0.45,0.43,0.64,0.61,0.49,0.56,0.33,0.33,0.6,0.42,0.54,0.63,0.6,0.44,0.5,0.49,0.55,0.35,0.91,0.78,0.72,0.78,0.8,0.54,0.67,0.26,0.22,0.07,0.2,0.42,0.32,0.67,0.42,0.67,0.71,0.77,0.68,0.55,0.06,0.06,0.33,0.22
oh_ops,Operations,172300,0.57,0.7,0.81,0.69,0.81,0.53,0.75,0.71,0.28,0.42,0.87,0.79,0.73,0.51,0.62,0.8,0.83,0.7,0.8,0.78,0.68,0.72,0.78,0.71,0.65,0.65,0.46,0.86,0.83,0.75,0.62,0.52,0.52,0.44,0.78,0.86,0.63,0.73,0.66,0.77,0.84,0.63,0.63,0.7,0.27,0.33,0.25,0.52,0.48,0.43,0.4,0.33,0.3,0.54,0.34,0.41,0.53,0.46,0.48,0.46,0.44,0.41,0.38,0.87,0.66,0.65,0.65,0.73,0.45,0.65,0.47,0.44,0.1,0.11,0.22,0.57,0.89,0.7,0.66,0.63,0.69,0.61,0.5,0.14,0.12,0.39,0.2
oh_corp,Corporate Services,51559,0.6,0.78,0.82,0.7,0.82,0.56,0.78,0.71,0.33,0.46,0.9,0.82,0.77,0.62,0.78,0.81,0.83,0.71,0.85,0.83,0.66,0.76,0.8,0.67,0.64,0.65,0.42,0.85,0.84,0.78,0.63,0.54,0.54,0.53,0.81,0.86,0.68,0.77,0.67,0.73,0.86,0.67,0.61,0.7,0.34,0.37,0.28,0.6,0.52,0.47,0.45,0.32,0.33,0.59,0.39,0.47,0.59,0.52,0.5,0.47,0.45,0.47,0.39,0.89,0.74,0.67,0.68,0.77,0.46,0.67,0.49,0.4,0.08,0.13,0.3,0.5,0.9,0.7,0.69,0.66,0.71,0.63,0.5,0.13,0.12,0.36,0.21
oh_pol,Policy,20122,0.64,0.81,0.85,0.72,0.84,0.58,0.81,0.7,0.32,0.5,0.93,0.85,0.8,0.67,0.82,0.84,0.86,0.75,0.87,0.87,0.69,0.8,0.83,0.68,0.66,0.68,0.41,0.87,0.84,0.79,0.63,0.55,0.59,0.53,0.85,0.89,0.73,0.77,0.71,0.74,0.87,0.68,0.57,0.64,0.33,0.35,0.27,0.69,0.62,0.43,0.55,0.35,0.31,0.63,0.44,0.51,0.68,0.61,0.54,0.52,0.5,0.57,0.42,0.88,0.74,0.71,0.69,0.76,0.56,0.72,0.48,0.34,0.07,0.16,0.37,0.41,0.95,0.7,0.75,0.69,0.74,0.65,0.47,0.11,0.09,0.36,0.21
oh_spec,Specialist services,31112,0.58,0.77,0.77,0.68,0.8,0.54,0.77,0.69,0.3,0.41,0.91,0.83,0.78,0.58,0.75,0.76,0.78,0.69,0.84,0.82,0.62,0.75,0.79,0.64,0.61,0.65,0.37,0.84,0.81,0.74,0.62,0.56,0.5,0.51,0.8,0.86,0.66,0.75,0.68,0.73,0.88,0.63,0.58,0.66,0.3,0.33,0.25,0.55,0.5,0.39,0.41,0.27,0.26,0.55,0.35,0.44,0.59,0.51,0.47,0.44,0.41,0.46,0.33,0.89,0.71,0.65,0.66,0.75,0.45,0.64,0.37,0.29,0.08,0.14,0.34,0.43,0.89,0.61,0.68,0.64,0.69,0.61,0.48,0.12,0.1,0.36,0.19
oh_oth,Other,13910,0.55,0.73,0.76,0.64,0.77,0.46,0.71,0.67,0.26,0.35,0.89,0.79,0.75,0.53,0.7,0.74,0.78,0.65,0.78,0.77,0.6,0.69,0.75,0.63,0.58,0.6,0.38,0.82,0.79,0.71,0.55,0.47,0.42,0.41,0.75,0.82,0.6,0.67,0.62,0.72,0.86,0.59,0.58,0.64,0.26,0.28,0.23,0.48,0.44,0.36,0.35,0.24,0.22,0.46,0.29,0.36,0.54,0.42,0.46,0.4,0.36,0.35,0.27,0.86,0.66,0.58,0.63,0.67,0.38,0.58,0.36,0.3,0.1,0.13,0.26,0.51,0.85,0.64,0.58,0.62,0.68,0.59,0.5,0.15,0.14,0.39,0.17
od_op_admin,Operations - Administrative,19864,0.58,0.69,0.78,0.67,0.77,0.47,0.74,0.74,0.27,0.41,0.84,0.7,0.7,0.51,0.69,0.77,0.79,0.68,0.8,0.77,0.63,0.72,0.77,0.66,0.63,0.64,0.4,0.82,0.79,0.71,0.62,0.43,0.45,0.37,0.78,0.82,0.63,0.73,0.69,0.77,0.87,0.7,0.66,0.75,0.26,0.31,0.25,0.55,0.49,0.43,0.42,0.32,0.27,0.51,0.32,0.38,0.56,0.47,0.45,0.45,0.42,0.4,0.32,0.9,0.69,0.63,0.59,0.71,0.43,0.6,0.4,0.38,0.08,0.12,0.25,0.56,0.84,0.64,0.64,0.63,0.67,0.6,0.49,0.12,0.11,0.44,0.21
od_op_voice,Operations - Call centre,16628,0.57,0.6,0.83,0.75,0.86,0.57,0.77,0.71,0.31,0.46,0.82,0.73,0.67,0.39,0.37,0.82,0.84,0.76,0.81,0.79,0.74,0.77,0.83,0.79,0.75,0.71,0.58,0.92,0.88,0.77,0.63,0.57,0.6,0.47,0.8,0.89,0.6,0.77,0.66,0.8,0.82,0.64,0.67,0.69,0.27,0.38,0.29,0.57,0.52,0.45,0.44,0.38,0.37,0.58,0.33,0.46,0.53,0.52,0.44,0.5,0.49,0.45,0.41,0.87,0.6,0.72,0.7,0.79,0.52,0.71,0.54,0.54,0.12,0.12,0.21,0.55,0.87,0.67,0.69,0.6,0.65,0.57,0.47,0.12,0.09,0.44,0.24
od_op_casew,Operations - Casework,26126,0.54,0.68,0.8,0.68,0.81,0.5,0.74,0.68,0.25,0.39,0.85,0.8,0.7,0.46,0.59,0.78,0.82,0.68,0.8,0.76,0.66,0.71,0.77,0.72,0.65,0.64,0.41,0.88,0.83,0.73,0.61,0.5,0.49,0.4,0.77,0.86,0.59,0.73,0.63,0.77,0.81,0.59,0.6,0.7,0.23,0.3,0.22,0.52,0.45,0.41,0.36,0.3,0.26,0.52,0.29,0.39,0.48,0.44,0.43,0.41,0.4,0.38,0.33,0.86,0.61,0.63,0.6,0.72,0.42,0.64,0.43,0.4,0.1,0.12,0.23,0.55,0.88,0.65,0.64,0.62,0.67,0.59,0.47,0.14,0.11,0.38,0.21
od_op_fraud,Operations - Counter Fraud,51,0.52,0.8,0.8,0.75,0.86,0.47,0.78,0.67,0.24,0.35,0.9,0.9,0.82,0.62,0.76,0.78,0.82,0.71,0.86,0.88,0.78,0.75,0.86,0.76,0.69,0.8,0.41,0.9,0.86,0.8,0.63,0.47,0.35,0.43,0.82,0.86,0.71,0.75,0.68,0.76,0.84,0.44,0.56,0.76,0.28,0.26,0.18,0.48,0.38,0.4,0.31,0.18,0.16,0.52,0.34,0.36,0.42,0.42,0.28,0.4,0.35,0.32,0.32,0.9,0.75,0.51,0.64,0.7,0.24,0.62,0.38,0.35,0.14,0.06,0.36,0.44,0.88,0.74,0.62,0.77,0.75,0.63,0.52,0.18,0.06,0.33,0.67
od_op_dmb,Operations - Debt management and banking,2884,0.5,0.64,0.82,0.69,0.86,0.55,0.75,0.71,0.19,0.38,0.8,0.74,0.65,0.44,0.55,0.8,0.83,0.69,0.79,0.78,0.68,0.71,0.78,0.71,0.64,0.64,0.46,0.9,0.87,0.8,0.67,0.52,0.6,0.42,0.79,0.88,0.57,0.75,0.63,0.77,0.81,0.6,0.72,0.73,0.16,0.25,0.17,0.51,0.46,0.37,0.35,0.3,0.28,0.48,0.28,0.4,0.42,0.39,0.37,0.4,0.39,0.39,0.37,0.88,0.64,0.7,0.64,0.77,0.43,0.65,0.55,0.51,0.12,0.11,0.21,0.57,0.88,0.69,0.65,0.6,0.66,0.58,0.49,0.13,0.12,0.4,0.23
od_op_f2f,Operations - Face to face,25982,0.62,0.77,0.86,0.72,0.83,0.6,0.78,0.73,0.4,0.47,0.93,0.86,0.83,0.57,0.65,0.85,0.87,0.74,0.8,0.8,0.73,0.74,0.8,0.74,0.7,0.69,0.48,0.88,0.85,0.77,0.67,0.62,0.58,0.53,0.8,0.87,0.7,0.76,0.71,0.81,0.87,0.64,0.66,0.71,0.4,0.43,0.37,0.49,0.5,0.5,0.44,0.41,0.4,0.61,0.4,0.46,0.6,0.54,0.58,0.55,0.53,0.45,0.46,0.88,0.7,0.66,0.68,0.76,0.47,0.69,0.53,0.53,0.08,0.1,0.2,0.63,0.91,0.75,0.7,0.68,0.74,0.65,0.51,0.14,0.12,0.41,0.2
od_op_mgmt,Operations - Inspection,2102,0.58,0.76,0.81,0.69,0.76,0.46,0.72,0.66,0.31,0.42,0.93,0.86,0.83,0.49,0.67,0.8,0.83,0.7,0.83,0.79,0.68,0.74,0.8,0.74,0.63,0.66,0.36,0.84,0.78,0.66,0.52,0.52,0.38,0.41,0.75,0.85,0.63,0.63,0.64,0.78,0.88,0.6,0.5,0.54,0.31,0.34,0.28,0.54,0.51,0.48,0.42,0.27,0.27,0.56,0.36,0.37,0.62,0.44,0.5,0.46,0.43,0.43,0.31,0.86,0.57,0.55,0.66,0.64,0.48,0.69,0.35,0.28,0.09,0.13,0.28,0.5,0.93,0.7,0.64,0.64,0.73,0.64,0.51,0.16,0.14,0.34,0.21
od_op_inspct,Operations - Investigation,6348,0.5,0.71,0.76,0.63,0.78,0.44,0.7,0.63,0.18,0.28,0.89,0.77,0.74,0.5,0.66,0.74,0.77,0.63,0.81,0.78,0.57,0.68,0.76,0.6,0.54,0.59,0.36,0.85,0.79,0.7,0.51,0.47,0.4,0.39,0.74,0.83,0.57,0.66,0.6,0.68,0.78,0.47,0.59,0.64,0.19,0.19,0.16,0.42,0.37,0.28,0.26,0.16,0.14,0.38,0.23,0.3,0.47,0.33,0.4,0.32,0.3,0.29,0.23,0.85,0.63,0.55,0.64,0.67,0.31,0.58,0.3,0.23,0.12,0.14,0.27,0.47,0.91,0.69,0.57,0.61,0.68,0.59,0.53,0.18,0.14,0.32,0.13
od_op_invstg,Operations - Logistics,3777,0.59,0.75,0.75,0.65,0.77,0.52,0.74,0.7,0.3,0.39,0.88,0.79,0.74,0.6,0.72,0.73,0.76,0.66,0.77,0.78,0.61,0.71,0.75,0.6,0.59,0.59,0.45,0.81,0.78,0.71,0.6,0.48,0.5,0.48,0.78,0.82,0.65,0.71,0.65,0.71,0.87,0.65,0.62,0.7,0.3,0.32,0.27,0.52,0.47,0.39,0.38,0.27,0.24,0.48,0.3,0.39,0.57,0.48,0.51,0.45,0.42,0.37,0.3,0.9,0.68,0.64,0.7,0.71,0.41,0.56,0.33,0.31,0.08,0.1,0.2,0.63,0.79,0.6,0.57,0.62,0.67,0.61,0.5,0.13,0.11,0.42,0.25
