id,description,respondents,Employee engagement index 2,My work ,Organisational objectives and purpose ,My manager ,My team ,Learning and development ,Inclusion and fair treatment ,Resources and workload ,Pay and benefits ,Leadership and managing change ,B01. I am interested in my work ,B02. I am sufficiently challenged by my work ,B03. My work gives me a sense of personal accomplishment ,B04. I feel involved in the decisions that affect my work ,B05. I have a choice in deciding how I do my work,B06. I have a clear understanding of [my organisation's] purpose 3,B07. I have a clear understanding of [my organisation's] objectives ,B08. I understand how my work contributes to [my organisation's] objectives ,B09. My manager motivates me to be more effective in my job ,B10. My manager is considerate of my life outside work ,B11. My manager is open to my ideas ,B12. My manager helps me to understand how I contribute to [my organisation's] objectives ,"B13. Overall, I have confidence in the decisions made by my manager ",B14. My manager recognises when I have done my job well ,B15. I receive regular feedback on my performance ,B16. The feedback I receive helps me to improve my performance ,B17. I think that my performance is evaluated fairly ,B18. Poor performance is dealt with effectively in my team ,B19. The people in my team can be relied upon to help when things get difficult in my job ,B20. The people in my team work together to find ways to improve the service we provide ,B21. The people in my team are encouraged to come up with new and better ways of doing things ,B22. I am able to access the right learning and development opportunities when I need to ,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance ,B24. There are opportunities for me to develop my career in [my organisation] ,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career ,B26. I am treated fairly at work ,B27. I am treated with respect by the people I work with ,B28. I feel valued for the work I do ,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)  ","B30. In my job, I am clear what is expected of me ",B31. I get the information I need to do my job well ,B32. I have clear work objectives ,B33. I have the skills I need to do my job effectively ,B34. I have the tools I need to do my job effectively,B35. I have an acceptable workload,B36. I achieve a good balance between my work life and my private life,B37. I feel that my pay adequately reflects my performance ,B38. I am satisfied with the total benefits package ,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,B40. I feel that [my organisation] as a whole is managed well ,B41. [Senior managers] in [my organisation] are sufficiently visible ,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values ,B43. I believe that [the board has] a clear vision for the future of [my organisation] ,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",B45. I feel that change is managed well in [my organisation] ,B46. When changes are made in [my organisation] they are usually for the better ,B47. [My organisation] keeps me informed about matters that affect me ,B48. I have the opportunity to contribute my views before decisions are made that affect me ,B49. I think it is safe to challenge the way things are done in [my organisation] ,B50. I am proud when I tell others I am part of [my organisation] ,B51. I would recommend [my organisation] as a great place to work ,B52. I feel a strong personal attachment to [my organisation] ,B53. [My organisation] inspires me to do the best in my job ,B54. [My organisation] motivates me to help it achieve its objectives,B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,B56. I believe that managers where I work will take action on the results from this survey ,"B57. Where I work, I think effective action has been taken on the results of the last survey  ",B58. I am trusted to carry out my job effectively ,"B59. I believe I would be supported if I try a new idea, even if it may not work ","B60. When I talk about [my organisation] I say ""we"" rather than ""they” ",B61. I have some really good friendships at work ,B62 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement ,B63 My manager actively role models the behaviours set out in the Civil Service Leadership Statement,I want to leave [my organisation] as soon as possible ,I want to leave [my organisation] within the next 12 months ,I want to stay working for [my organisation] for at least the next year ,I want to stay working for [my organisation] for at least the next three years ,D01. Are you aware of the Civil Service Code? ,D02. Are you aware of how to raise a concern under the Civil Service Code? ,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? ,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied) ","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile) ","W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy) ","W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious) ",E01. During the past 12 months have you personally experienced discrimination at work? ,E03. During the past 12 months have you personally experienced bullying or harassment at work? ,E05. Did you report the bullying and harassment you experienced?,"E06. In your opinion, has this issue been resolved?"
loso_3_5y,3 years but less than 5 years,17332,0.58,0.72,0.8,0.67,0.79,0.54,0.74,0.71,0.3,0.42,0.87,0.77,0.72,0.53,0.68,0.82,0.77,0.8,0.69,0.8,0.79,0.63,0.72,0.77,0.65,0.63,0.62,0.41,0.83,0.8,0.73,0.6,0.55,0.52,0.5,0.78,0.84,0.63,0.73,0.82,0.66,0.74,0.86,0.65,0.59,0.66,0.31,0.33,0.27,0.44,0.53,0.48,0.42,0.41,0.32,0.31,0.54,0.35,0.42,0.6,0.52,0.44,0.45,0.43,0.43,0.54,0.38,0.87,0.67,0.68,0.79,0.44,0.62,0.1,0.17,0.32,0.41,0.89,0.64,0.65,0.64,0.69,0.61,0.5,0.15,0.13,0.39,0.2
loso_5_10y,5 years but less than 10 years,35349,0.56,0.71,0.8,0.67,0.79,0.52,0.73,0.7,0.29,0.39,0.87,0.78,0.73,0.52,0.66,0.82,0.77,0.8,0.68,0.8,0.78,0.63,0.7,0.76,0.66,0.62,0.62,0.41,0.84,0.81,0.73,0.6,0.52,0.49,0.47,0.76,0.83,0.61,0.71,0.82,0.65,0.74,0.86,0.62,0.58,0.65,0.29,0.33,0.26,0.4,0.48,0.44,0.4,0.37,0.29,0.28,0.52,0.32,0.4,0.54,0.45,0.46,0.42,0.4,0.4,0.53,0.37,0.86,0.66,0.64,0.81,0.4,0.6,0.1,0.14,0.28,0.48,0.91,0.69,0.65,0.64,0.69,0.61,0.5,0.15,0.12,0.37,0.2
loso_10yp,10 years or more,151228,0.54,0.73,0.81,0.67,0.81,0.5,0.73,0.7,0.27,0.37,0.87,0.82,0.74,0.53,0.66,0.82,0.79,0.82,0.67,0.79,0.78,0.64,0.7,0.77,0.68,0.61,0.61,0.43,0.85,0.83,0.75,0.61,0.5,0.47,0.42,0.76,0.85,0.61,0.7,0.83,0.65,0.75,0.84,0.61,0.57,0.65,0.28,0.3,0.24,0.37,0.44,0.41,0.4,0.34,0.27,0.24,0.51,0.31,0.37,0.47,0.38,0.49,0.39,0.37,0.39,0.53,0.38,0.86,0.66,0.62,0.83,0.37,0.6,0.11,0.1,0.2,0.59,0.93,0.74,0.65,0.63,0.7,0.62,0.5,0.14,0.12,0.34,0.2
losc_lt1y,Less than 1 year,18770,0.69,0.74,0.86,0.75,0.84,0.63,0.86,0.79,0.49,0.55,0.91,0.78,0.78,0.56,0.67,0.88,0.82,0.86,0.78,0.83,0.82,0.73,0.82,0.82,0.72,0.74,0.73,0.49,0.9,0.85,0.77,0.69,0.61,0.66,0.57,0.9,0.92,0.76,0.86,0.86,0.73,0.79,0.86,0.74,0.75,0.79,0.5,0.5,0.46,0.6,0.61,0.59,0.51,0.58,0.46,0.44,0.69,0.45,0.53,0.76,0.74,0.49,0.65,0.64,0.52,0.61,0.29,0.91,0.72,0.73,0.76,0.55,0.71,0.04,0.1,0.32,0.54,0.76,0.49,0.72,0.71,0.74,0.67,0.53,0.05,0.05,0.4,0.31
losc_1_3y,1 year but less than 3 years,26843,0.6,0.7,0.81,0.69,0.79,0.55,0.77,0.73,0.34,0.42,0.89,0.75,0.72,0.48,0.63,0.84,0.78,0.81,0.71,0.81,0.8,0.65,0.75,0.79,0.68,0.67,0.66,0.4,0.85,0.8,0.71,0.59,0.57,0.54,0.5,0.81,0.86,0.64,0.76,0.84,0.66,0.75,0.88,0.65,0.62,0.69,0.34,0.36,0.31,0.44,0.52,0.49,0.39,0.42,0.32,0.31,0.55,0.33,0.42,0.64,0.56,0.45,0.48,0.46,0.41,0.51,0.31,0.9,0.66,0.67,0.8,0.46,0.64,0.08,0.16,0.32,0.44,0.82,0.51,0.63,0.65,0.69,0.62,0.51,0.12,0.1,0.42,0.26
losc_3_5y,3 years but less than 5 years,15322,0.59,0.72,0.8,0.68,0.79,0.55,0.75,0.72,0.32,0.43,0.88,0.77,0.73,0.53,0.69,0.83,0.77,0.8,0.69,0.81,0.8,0.63,0.73,0.77,0.65,0.64,0.63,0.39,0.83,0.8,0.73,0.61,0.56,0.53,0.5,0.79,0.84,0.64,0.74,0.82,0.67,0.75,0.87,0.66,0.6,0.67,0.33,0.36,0.29,0.45,0.53,0.49,0.42,0.42,0.32,0.31,0.54,0.35,0.43,0.62,0.54,0.45,0.47,0.44,0.44,0.55,0.36,0.88,0.68,0.69,0.79,0.45,0.63,0.09,0.17,0.33,0.41,0.88,0.61,0.65,0.65,0.7,0.62,0.5,0.14,0.12,0.41,0.23
losc_5_10y,5 years but less than 10 years,32167,0.57,0.72,0.81,0.67,0.8,0.53,0.74,0.71,0.3,0.41,0.88,0.78,0.73,0.52,0.66,0.83,0.78,0.81,0.68,0.8,0.79,0.64,0.71,0.77,0.67,0.63,0.62,0.41,0.84,0.81,0.74,0.61,0.54,0.51,0.48,0.77,0.84,0.62,0.72,0.82,0.65,0.74,0.86,0.63,0.59,0.67,0.3,0.35,0.27,0.42,0.5,0.46,0.41,0.39,0.3,0.3,0.54,0.34,0.42,0.57,0.48,0.46,0.44,0.42,0.42,0.54,0.38,0.87,0.67,0.66,0.8,0.42,0.62,0.09,0.15,0.3,0.46,0.92,0.7,0.67,0.65,0.7,0.62,0.5,0.14,0.12,0.37,0.2
losc_10yp,10 years or more,156104,0.53,0.72,0.81,0.67,0.81,0.5,0.73,0.7,0.27,0.38,0.87,0.81,0.74,0.53,0.66,0.83,0.79,0.82,0.67,0.79,0.78,0.65,0.7,0.77,0.69,0.61,0.61,0.43,0.85,0.83,0.75,0.62,0.5,0.47,0.42,0.76,0.84,0.61,0.7,0.83,0.65,0.75,0.83,0.61,0.57,0.66,0.28,0.3,0.24,0.38,0.46,0.41,0.41,0.35,0.29,0.26,0.52,0.32,0.38,0.46,0.39,0.47,0.4,0.38,0.41,0.54,0.39,0.85,0.66,0.63,0.82,0.38,0.61,0.11,0.11,0.21,0.57,0.94,0.75,0.66,0.63,0.7,0.62,0.5,0.14,0.13,0.34,0.2
m_nonm,Non-manager,193722,0.54,0.68,0.79,0.66,0.78,0.49,0.72,0.71,0.29,0.37,0.85,0.76,0.7,0.46,0.6,0.81,0.76,0.79,0.67,0.78,0.76,0.63,0.69,0.76,0.68,0.62,0.61,0.38,0.84,0.8,0.7,0.59,0.5,0.47,0.41,0.75,0.84,0.59,0.69,0.83,0.64,0.74,0.83,0.62,0.62,0.69,0.29,0.31,0.26,0.38,0.45,0.41,0.38,0.34,0.29,0.25,0.51,0.29,0.36,0.49,0.42,0.43,0.41,0.39,0.37,0.49,0.32,0.85,0.62,0.59,0.81,0.37,0.58,0.11,0.12,0.24,0.53,0.88,0.64,0.62,0.62,0.68,0.61,0.5,0.14,0.12,0.36,0.2
m_man,Manager,82909,0.62,0.83,0.86,0.72,0.86,0.6,0.8,0.73,0.35,0.48,0.93,0.88,0.82,0.7,0.81,0.88,0.84,0.87,0.73,0.83,0.85,0.7,0.77,0.8,0.68,0.65,0.67,0.54,0.88,0.87,0.84,0.67,0.59,0.58,0.56,0.83,0.88,0.71,0.79,0.85,0.71,0.78,0.89,0.67,0.55,0.62,0.36,0.38,0.3,0.49,0.57,0.53,0.49,0.47,0.35,0.34,0.62,0.43,0.51,0.62,0.52,0.58,0.51,0.49,0.52,0.65,0.48,0.9,0.77,0.76,0.81,0.49,0.68,0.08,0.12,0.27,0.53,0.95,0.79,0.75,0.68,0.75,0.66,0.52,0.12,0.11,0.34,0.22
wp_ft,Full-time,222834,0.57,0.73,0.81,0.67,0.8,0.53,0.74,0.71,0.3,0.41,0.88,0.8,0.74,0.54,0.67,0.83,0.78,0.81,0.69,0.79,0.79,0.64,0.72,0.77,0.67,0.63,0.62,0.43,0.85,0.81,0.74,0.61,0.53,0.51,0.47,0.77,0.85,0.63,0.72,0.83,0.66,0.75,0.85,0.63,0.59,0.65,0.31,0.33,0.27,0.42,0.49,0.45,0.41,0.39,0.3,0.29,0.54,0.34,0.41,0.55,0.47,0.48,0.44,0.42,0.41,0.54,0.36,0.87,0.67,0.65,0.8,0.41,0.61,0.1,0.12,0.25,0.53,0.9,0.68,0.65,0.63,0.69,0.61,0.5,0.13,0.12,0.35,0.2
wp_pt,Part-time,53045,0.54,0.69,0.82,0.69,0.83,0.49,0.75,0.73,0.32,0.38,0.86,0.79,0.72,0.47,0.6,0.83,0.8,0.82,0.69,0.81,0.78,0.68,0.71,0.79,0.72,0.64,0.63,0.43,0.88,0.84,0.76,0.63,0.49,0.47,0.39,0.78,0.87,0.61,0.72,0.86,0.66,0.78,0.83,0.64,0.63,0.75,0.32,0.35,0.29,0.39,0.45,0.41,0.41,0.34,0.3,0.26,0.53,0.31,0.37,0.46,0.4,0.44,0.41,0.39,0.4,0.54,0.39,0.87,0.64,0.6,0.85,0.38,0.62,0.1,0.11,0.23,0.56,0.91,0.69,0.67,0.69,0.76,0.67,0.5,0.13,0.1,0.38,0.24
wp_js,Job-share,840,0.61,0.76,0.82,0.69,0.83,0.56,0.76,0.76,0.34,0.47,0.89,0.82,0.78,0.6,0.71,0.84,0.79,0.82,0.72,0.81,0.79,0.69,0.74,0.77,0.64,0.63,0.61,0.51,0.88,0.85,0.78,0.64,0.56,0.54,0.49,0.78,0.86,0.67,0.75,0.83,0.73,0.8,0.88,0.72,0.62,0.75,0.35,0.37,0.31,0.5,0.59,0.54,0.48,0.48,0.37,0.33,0.59,0.39,0.45,0.62,0.54,0.56,0.52,0.49,0.54,0.63,0.46,0.88,0.69,0.68,0.8,0.5,0.66,0.09,0.11,0.3,0.5,0.87,0.69,0.69,0.69,0.77,0.69,0.51,0.16,0.11,0.38,0.18
es_perm,Permanent contract,259220,0.56,0.72,0.81,0.67,0.8,0.53,0.74,0.71,0.3,0.39,0.88,0.8,0.74,0.53,0.66,0.83,0.79,0.81,0.68,0.79,0.78,0.65,0.71,0.77,0.68,0.63,0.62,0.43,0.85,0.82,0.74,0.62,0.53,0.5,0.46,0.77,0.85,0.62,0.72,0.83,0.65,0.75,0.84,0.62,0.59,0.66,0.3,0.33,0.27,0.4,0.48,0.44,0.41,0.37,0.3,0.27,0.53,0.33,0.39,0.52,0.44,0.47,0.43,0.4,0.4,0.53,0.37,0.86,0.66,0.64,0.81,0.4,0.61,0.1,0.12,0.24,0.54,0.91,0.7,0.65,0.64,0.7,0.62,0.5,0.14,0.12,0.35,0.21
es_fixed,Fixed term contract,9836,0.67,0.74,0.83,0.73,0.83,0.58,0.82,0.78,0.44,0.52,0.9,0.76,0.77,0.57,0.69,0.86,0.8,0.83,0.75,0.81,0.82,0.69,0.8,0.81,0.71,0.71,0.71,0.48,0.87,0.84,0.77,0.65,0.56,0.56,0.54,0.85,0.89,0.73,0.82,0.86,0.73,0.79,0.88,0.75,0.72,0.76,0.46,0.45,0.42,0.56,0.59,0.57,0.49,0.54,0.43,0.4,0.64,0.43,0.5,0.74,0.68,0.51,0.6,0.59,0.5,0.59,0.33,0.91,0.72,0.71,0.79,0.53,0.67,0.05,0.13,0.33,0.49,0.77,0.52,0.69,0.67,0.71,0.64,0.5,0.09,0.08,0.42,0.28
es_loan,Loaned from other CS organisation,2880,0.64,0.79,0.79,0.71,0.85,0.56,0.82,0.71,0.37,0.53,0.93,0.82,0.79,0.63,0.79,0.83,0.74,0.8,0.75,0.85,0.86,0.67,0.8,0.81,0.65,0.65,0.65,0.38,0.88,0.85,0.81,0.63,0.56,0.55,0.49,0.87,0.89,0.75,0.76,0.78,0.67,0.7,0.87,0.69,0.62,0.67,0.39,0.41,0.32,0.55,0.67,0.61,0.44,0.57,0.41,0.37,0.63,0.46,0.56,0.7,0.63,0.42,0.56,0.54,0.6,0.68,0.34,0.89,0.77,0.76,0.66,0.57,0.71,0.08,0.24,0.47,0.22,0.95,0.68,0.8,0.72,0.76,0.68,0.5,0.09,0.08,0.39,0.26
es_temp,Temporary/agency worker,2498,0.66,0.68,0.81,0.69,0.8,0.41,0.81,0.82,0.35,0.49,0.88,0.69,0.72,0.49,0.61,0.83,0.76,0.83,0.72,0.77,0.75,0.65,0.8,0.79,0.62,0.65,0.65,0.5,0.88,0.81,0.7,0.52,0.41,0.36,0.36,0.85,0.88,0.71,0.81,0.9,0.78,0.81,0.93,0.77,0.77,0.8,0.41,0.25,0.39,0.55,0.59,0.54,0.48,0.51,0.43,0.38,0.62,0.38,0.44,0.68,0.67,0.45,0.59,0.56,0.48,0.59,0.3,0.93,0.66,0.66,0.77,0.46,0.62,0.05,0.17,0.35,0.43,0.64,0.44,0.63,0.64,0.68,0.63,0.55,0.08,0.07,0.41,0.34
es_contract,Contractor/freelancer,1760,0.66,0.8,0.81,0.68,0.82,0.32,0.85,0.76,0.46,0.45,0.94,0.82,0.81,0.65,0.8,0.84,0.76,0.83,0.7,0.8,0.84,0.64,0.77,0.8,0.6,0.6,0.63,0.41,0.85,0.84,0.78,0.37,0.33,0.28,0.28,0.88,0.9,0.79,0.82,0.85,0.66,0.73,0.95,0.7,0.71,0.74,0.52,0.39,0.45,0.46,0.51,0.5,0.45,0.46,0.32,0.38,0.55,0.38,0.49,0.69,0.6,0.52,0.57,0.54,0.48,0.56,0.29,0.93,0.76,0.7,0.8,0.42,0.58,0.04,0.2,0.43,0.32,0.61,0.41,0.62,0.77,0.81,0.73,0.59,0.06,0.06,0.37,0.25
es_secondee,Secondee from outside CS,1108,0.62,0.81,0.79,0.71,0.82,0.5,0.84,0.72,0.45,0.47,0.93,0.83,0.81,0.68,0.81,0.82,0.75,0.8,0.74,0.85,0.86,0.67,0.81,0.81,0.65,0.64,0.68,0.4,0.86,0.84,0.77,0.58,0.5,0.44,0.49,0.88,0.89,0.78,0.81,0.8,0.67,0.73,0.87,0.66,0.64,0.68,0.49,0.43,0.42,0.5,0.57,0.56,0.47,0.5,0.31,0.3,0.6,0.4,0.52,0.63,0.57,0.41,0.49,0.49,0.52,0.6,0.32,0.92,0.76,0.67,0.73,0.46,0.61,0.07,0.17,0.41,0.34,0.68,0.44,0.66,0.75,0.8,0.71,0.56,0.07,0.06,0.39,0.23
oh_ops,Operations,165444,0.55,0.69,0.81,0.68,0.81,0.52,0.74,0.72,0.31,0.39,0.86,0.78,0.72,0.49,0.6,0.83,0.79,0.82,0.69,0.78,0.77,0.66,0.71,0.77,0.71,0.64,0.63,0.45,0.86,0.82,0.74,0.62,0.52,0.51,0.43,0.77,0.85,0.61,0.72,0.85,0.66,0.77,0.83,0.62,0.61,0.68,0.3,0.33,0.28,0.4,0.46,0.43,0.41,0.36,0.31,0.29,0.53,0.32,0.39,0.5,0.44,0.46,0.43,0.42,0.4,0.53,0.38,0.86,0.64,0.62,0.83,0.4,0.62,0.1,0.11,0.21,0.57,0.9,0.7,0.65,0.64,0.7,0.62,0.5,0.14,0.12,0.37,0.21
oh_corp,Corporate Services,47853,0.59,0.78,0.83,0.69,0.82,0.56,0.77,0.72,0.33,0.44,0.9,0.82,0.77,0.61,0.78,0.86,0.81,0.83,0.7,0.83,0.82,0.65,0.75,0.79,0.66,0.62,0.63,0.42,0.85,0.83,0.78,0.64,0.55,0.53,0.52,0.81,0.86,0.67,0.76,0.81,0.66,0.73,0.86,0.67,0.6,0.68,0.35,0.36,0.29,0.46,0.54,0.48,0.47,0.43,0.31,0.31,0.58,0.37,0.45,0.58,0.5,0.51,0.46,0.44,0.46,0.56,0.37,0.89,0.73,0.71,0.78,0.43,0.63,0.08,0.13,0.29,0.51,0.91,0.7,0.69,0.66,0.71,0.64,0.51,0.12,0.11,0.34,0.23
oh_pol,Policy,16608,0.62,0.8,0.82,0.71,0.83,0.56,0.79,0.71,0.31,0.47,0.92,0.84,0.78,0.64,0.8,0.84,0.78,0.82,0.73,0.85,0.85,0.67,0.78,0.82,0.67,0.65,0.66,0.42,0.87,0.83,0.78,0.62,0.55,0.55,0.51,0.83,0.88,0.71,0.75,0.79,0.69,0.73,0.87,0.68,0.56,0.63,0.33,0.33,0.26,0.5,0.63,0.56,0.39,0.5,0.33,0.28,0.61,0.41,0.47,0.64,0.54,0.53,0.49,0.46,0.53,0.66,0.42,0.87,0.72,0.8,0.75,0.51,0.68,0.08,0.16,0.37,0.39,0.95,0.69,0.73,0.67,0.73,0.65,0.48,0.11,0.09,0.36,0.21
oh_spec,Specialist services,29208,0.57,0.77,0.78,0.67,0.79,0.53,0.76,0.7,0.31,0.39,0.92,0.83,0.78,0.57,0.74,0.81,0.74,0.78,0.68,0.82,0.81,0.61,0.74,0.77,0.63,0.6,0.62,0.37,0.84,0.81,0.73,0.62,0.55,0.48,0.49,0.8,0.85,0.65,0.74,0.82,0.66,0.73,0.88,0.62,0.57,0.64,0.32,0.33,0.27,0.4,0.49,0.46,0.38,0.38,0.27,0.23,0.54,0.34,0.42,0.57,0.47,0.46,0.42,0.39,0.42,0.54,0.32,0.88,0.69,0.66,0.77,0.41,0.59,0.09,0.14,0.34,0.43,0.89,0.61,0.66,0.64,0.7,0.62,0.5,0.12,0.1,0.34,0.2
oh_oth,Other,14246,0.53,0.71,0.75,0.61,0.75,0.45,0.69,0.66,0.26,0.31,0.88,0.79,0.73,0.5,0.65,0.77,0.71,0.75,0.62,0.73,0.74,0.56,0.66,0.72,0.59,0.55,0.56,0.36,0.8,0.77,0.68,0.52,0.46,0.4,0.4,0.73,0.81,0.58,0.65,0.79,0.6,0.7,0.85,0.58,0.54,0.59,0.28,0.27,0.23,0.32,0.39,0.37,0.32,0.3,0.22,0.2,0.43,0.26,0.32,0.52,0.38,0.46,0.37,0.34,0.3,0.43,0.25,0.85,0.62,0.56,0.78,0.32,0.52,0.11,0.13,0.25,0.51,0.84,0.63,0.56,0.61,0.68,0.61,0.51,0.16,0.14,0.35,0.18
od_op_admin,Operations - Administrative,19289,0.57,0.69,0.79,0.67,0.77,0.47,0.74,0.76,0.3,0.39,0.84,0.7,0.69,0.51,0.69,0.81,0.76,0.79,0.67,0.8,0.77,0.62,0.7,0.78,0.66,0.63,0.63,0.4,0.82,0.78,0.72,0.62,0.44,0.43,0.37,0.77,0.82,0.63,0.72,0.86,0.71,0.78,0.88,0.73,0.65,0.74,0.28,0.32,0.28,0.42,0.49,0.45,0.41,0.38,0.31,0.26,0.51,0.32,0.36,0.54,0.45,0.44,0.43,0.4,0.38,0.48,0.33,0.9,0.68,0.57,0.81,0.39,0.56,0.08,0.12,0.23,0.57,0.86,0.65,0.63,0.64,0.69,0.62,0.5,0.12,0.11,0.42,0.22
od_op_voice,Operations - Call centre,16206,0.55,0.58,0.83,0.74,0.85,0.56,0.74,0.73,0.35,0.43,0.8,0.72,0.64,0.37,0.35,0.85,0.82,0.84,0.74,0.78,0.77,0.73,0.74,0.81,0.81,0.74,0.68,0.58,0.91,0.86,0.77,0.63,0.56,0.6,0.46,0.78,0.88,0.57,0.74,0.89,0.64,0.8,0.83,0.62,0.65,0.67,0.33,0.39,0.34,0.44,0.49,0.47,0.44,0.4,0.37,0.37,0.58,0.32,0.43,0.5,0.49,0.41,0.47,0.47,0.42,0.55,0.4,0.84,0.57,0.6,0.86,0.46,0.68,0.11,0.12,0.2,0.56,0.89,0.67,0.68,0.61,0.67,0.58,0.48,0.12,0.09,0.37,0.24
od_op_casew,Operations - Casework,24495,0.52,0.67,0.8,0.66,0.8,0.49,0.72,0.7,0.28,0.35,0.85,0.8,0.7,0.44,0.57,0.82,0.78,0.81,0.66,0.78,0.75,0.65,0.69,0.75,0.71,0.62,0.61,0.4,0.86,0.82,0.72,0.61,0.49,0.47,0.38,0.75,0.86,0.56,0.7,0.84,0.63,0.76,0.8,0.58,0.57,0.69,0.27,0.31,0.25,0.36,0.45,0.39,0.37,0.32,0.28,0.24,0.51,0.28,0.35,0.45,0.4,0.41,0.38,0.37,0.36,0.49,0.32,0.85,0.58,0.6,0.83,0.37,0.6,0.11,0.11,0.21,0.57,0.9,0.66,0.63,0.63,0.69,0.61,0.49,0.14,0.11,0.37,0.21
od_op_dmb,Operations - Debt management and banking,3167,0.44,0.58,0.79,0.66,0.84,0.5,0.7,0.69,0.21,0.3,0.75,0.7,0.59,0.39,0.49,0.8,0.76,0.8,0.65,0.76,0.75,0.64,0.67,0.76,0.7,0.61,0.6,0.42,0.88,0.85,0.77,0.63,0.47,0.53,0.36,0.74,0.86,0.5,0.7,0.84,0.58,0.74,0.77,0.56,0.64,0.7,0.19,0.23,0.19,0.28,0.36,0.34,0.34,0.26,0.24,0.21,0.45,0.24,0.33,0.32,0.3,0.32,0.31,0.3,0.32,0.49,0.37,0.84,0.58,0.53,0.84,0.33,0.6,0.17,0.1,0.19,0.54,0.89,0.67,0.59,0.6,0.67,0.58,0.48,0.15,0.12,0.4,0.26
od_op_f2f,Operations - Face to face,25799,0.62,0.76,0.86,0.71,0.82,0.59,0.77,0.73,0.4,0.45,0.92,0.86,0.82,0.55,0.63,0.87,0.84,0.86,0.73,0.78,0.78,0.72,0.72,0.79,0.74,0.69,0.66,0.48,0.87,0.84,0.76,0.65,0.61,0.56,0.52,0.79,0.87,0.68,0.75,0.87,0.69,0.8,0.85,0.62,0.63,0.69,0.41,0.43,0.37,0.47,0.46,0.46,0.48,0.41,0.39,0.38,0.59,0.39,0.44,0.59,0.52,0.58,0.54,0.52,0.44,0.6,0.46,0.87,0.69,0.68,0.86,0.44,0.66,0.08,0.1,0.2,0.62,0.91,0.73,0.68,0.68,0.75,0.67,0.52,0.13,0.12,0.38,0.21
od_op_mgmt,Operations - Inspection,1854,0.55,0.73,0.8,0.64,0.75,0.43,0.68,0.66,0.31,0.35,0.93,0.85,0.79,0.45,0.63,0.83,0.77,0.79,0.65,0.78,0.77,0.64,0.71,0.76,0.66,0.58,0.59,0.32,0.84,0.77,0.62,0.48,0.51,0.33,0.38,0.72,0.84,0.58,0.6,0.82,0.6,0.73,0.86,0.57,0.5,0.52,0.34,0.32,0.27,0.35,0.48,0.42,0.4,0.35,0.2,0.19,0.51,0.28,0.31,0.56,0.39,0.48,0.39,0.36,0.39,0.47,0.27,0.83,0.53,0.66,0.73,0.41,0.61,0.1,0.14,0.3,0.45,0.93,0.68,0.59,0.62,0.7,0.6,0.51,0.16,0.15,0.34,0.17
od_op_inspct,Operations - Investigation,6593,0.5,0.71,0.76,0.62,0.78,0.45,0.7,0.64,0.21,0.28,0.89,0.78,0.73,0.5,0.65,0.78,0.74,0.77,0.62,0.8,0.77,0.56,0.66,0.74,0.59,0.54,0.56,0.36,0.84,0.8,0.7,0.51,0.47,0.42,0.4,0.74,0.82,0.56,0.66,0.77,0.59,0.67,0.78,0.49,0.57,0.62,0.23,0.2,0.19,0.26,0.37,0.34,0.28,0.26,0.16,0.15,0.41,0.23,0.29,0.46,0.33,0.39,0.32,0.3,0.3,0.42,0.24,0.85,0.64,0.57,0.78,0.28,0.53,0.11,0.13,0.26,0.5,0.92,0.67,0.56,0.61,0.68,0.6,0.52,0.17,0.13,0.32,0.18
od_op_invstg,Operations - Logistics,3485,0.6,0.73,0.75,0.64,0.75,0.55,0.73,0.72,0.31,0.37,0.88,0.78,0.73,0.57,0.69,0.77,0.71,0.76,0.64,0.73,0.75,0.58,0.69,0.75,0.59,0.57,0.59,0.46,0.79,0.77,0.69,0.63,0.5,0.54,0.52,0.77,0.82,0.64,0.69,0.83,0.66,0.75,0.86,0.67,0.63,0.65,0.33,0.32,0.28,0.4,0.42,0.42,0.39,0.36,0.28,0.24,0.48,0.29,0.37,0.61,0.5,0.53,0.44,0.41,0.32,0.4,0.27,0.89,0.67,0.54,0.8,0.35,0.47,0.08,0.09,0.19,0.65,0.77,0.57,0.55,0.61,0.66,0.61,0.52,0.13,0.11,0.4,0.2
